State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,45,Little Rabbit Creek & Little Survival Creek Assessment,No,"Water Quality Problem Identification
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$53,460 ",No,,Did start on 07/01/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,53,Phase II Fall 2007-May 2008 Mat-Su Forest Resources and Practices Act Effectiveness Monitoring in the Willer-Kash Harvest Area,No,"Riparian Assessment/ Monitoring
",Silviculture,NOT APPLICABLE (NA),"$26,000 ",No,,Did start on 07/01/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,56,Lower Kenai River Boat Counts,No,"Water Quality Problem Identification
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$14,890 ",No,,Did start on 06/27/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,57,Collection of Turbidity Water Quality Data in the Lower Kenai,No,"Instream Flow Assessments
Water Quality Trend Assessment
",Historical Pollutants,NOT APPLICABLE (NA),"$44,903 ",No,,Did start on 04/24/2008,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,59,Lower Kenai - Petroleum Hydrocarbon Estimate - Additional Scenario,No,"Other Water Quality Assessment /Monitoring
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$3,905 ",No,,Did start on 04/16/2007,Completed on 06/30/2007
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,60,Kenai River Hydrocarbon Assessment,No,"Program Development Activities
Water Quality Trend Assessment
Other Water Quality Assessment /Monitoring
",Marinas and Recreational Boating; Other NPS Pollution,NOT APPLICABLE (NA),"$67,331 ",No,,Did start on 07/05/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,62,FY08 Dutch Harbor and Iliuliuk Bay/Harbor Water Quality Assessment Phase II,No,"Watershed Assessments
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$107,896 ",No,,Did start on 07/31/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,65,Residue Guidance,Yes,"Technical Assistance to State/Local
TMDLs
",Other NPS Pollution,NOT APPLICABLE (NA),"$29,975 ",No,,Did start on 05/18/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,68,Pederson Hill Jordan Creek TMDL Analytical,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,Implementing a TMDL,"$2,580 ",No,,Did start on 05/09/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,69,Chena River TMDL,No,"Other Restoration/Protection/Prevention
",Urban Runoff/Stormwater,Implementing a TMDL,"$8,399 ",No,,Did start on 05/10/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,71,NPS' Blanket NTP/Laboratory Analysis,Yes,"Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$17,500 ",No,,Did start on 05/31/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,75,"SGS - WQS, Assessment & Restoration Programs' Blanket NTP/Laboratory Analysis",Yes,"Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$7,500 ",No,,Did start on 07/05/2007,Completed on 06/30/2008
AK,2007,99098706,AK DEPT OF ENVIRON CONSERV,78,Haggitt Consulting,Yes,"Other Restoration/Protection/Prevention
",Silviculture,NOT APPLICABLE (NA),"$209,202 ",No,,Did start on 04/17/2007,Completed on 06/30/2008
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of the Alabama FY07 Clean Water Act Section 319 Nonpoint Source Grant,Yes,"Other Restoration/Protection/Prevention
Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
Program Development Activities
Inspection Activities
Enforcement Activities
Develop/ Revise Basin Plans smaller than 8 digit HUC code
TMDLs
Other Planning
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
BMP Effectiveness Monitoring
",All Sources,NOT APPLICABLE (NA),"$827,698 ",No,Completed,Did start on 10/01/2006,Completed on 09/30/2007
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,Rotational River Basin Approach: Surface Water Quality Assessment of the Black Warrior and Cahaba River Basins ,Yes,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Other Technical Assistance Activity
Nutrient Management Planning
Geographic Information Systems
Develop/ Revise Basin Plans larger than 8 digit HUC code
TMDLs
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
Wetland Assessment/ Monitoring
Riparian Assessment/ Monitoring
TMDL Assessments
Water Quality Trend Assessment
Water Quality Problem Identification
Biological Monitoring
Watershed Assessments
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$365,465 ",No,On Schedule,Did start on 10/01/2006,Completed on 09/30/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,"Surface Water Quality Screening Assessment of Rivers, Reservoirs, and Tributary Embayments of the Black Warrior  and Cahaba River Basins and Water Quality Assessment of Alabama Reservoirs for Nutrient Criteria and Total Maximum Daily Loads",Yes,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
Geographic Information Systems
Develop/ Revise Basin Plans larger than 8 digit HUC code
TMDLs
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
TMDL Assessments
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Biological Monitoring
Watershed Assessments
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$186,977 ",No,On Schedule,Did start on 10/01/2006,Completed on 09/30/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,4, Alabama Water Watch A Citizen Volunteer Water Quality Monitoring Program,Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$140,000 ",No,On Schedule,Did start on 10/01/2006,Completed on 04/16/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,Water Quality Coordinator and Education Outreach Specialist for the State Soil and Water Conservation Committee ,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$60,000 ",No,Completed,Did start on 10/01/2006,Completed on 05/04/2010
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,Development of an Ecological Data Analyses Tool for Nonpoint Source TMDL and Watershed -Based Management Plan Implementation Reporting,Yes,"Watershed Assessments
",Agriculture,NOT APPLICABLE (NA),"$129,965 ",No,Completed,Did start on 10/01/2007,Completed on 09/30/2012
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,8,Administration and Management of the Alabama FY07 Clean Water Act Section 319 Nonpoint Source Incremental Grant,Yes,"Other Restoration/Protection/Prevention
Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Develop/ Revise Basin Plans smaller than 8 digit HUC code
TMDLs
Other Planning
Water Quality Trend Assessment
Water Quality Problem Identification
BMP Effectiveness Monitoring
Biological Monitoring
Watershed Assessments
",All Sources,NOT APPLICABLE (NA),"$266,661 ",No,Completed,Did start on 10/01/2006,Completed on 09/30/2007
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,Erosion and Sediment Control on Construction Sites in Urban Areas in AL,Yes,"BMP Design/Implementation
BMP Performance Assessment
Statewide Education/Information Programs
Technology Transfer to State/ Local Government
Certification Activities
",All Sources,NOT APPLICABLE (NA),"$45,000 ",No,Completed,Did start on 10/01/2006,Completed on 04/30/2010
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,12,NPS Management Program Flexibility for Emerging Issues,Yes,"BMP Design/Implementation
Local (Specific Target) Education/Information Programs
Develop/ Revise Basin Plans smaller than 8 digit HUC code
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$18,125 ",No,On Schedule,Did start on 10/01/2006,Completed on 09/30/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,13,The Alabama Clean Water Partnership Program,Yes,"Statewide Education/Information Programs
Watershed Management Planning
",All Sources,NOT APPLICABLE (NA),"$287,760 ",No,On Schedule,Did start on 10/01/2006,Completed on 10/30/2008
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,14,Wolf Creek Watershed Project,No,"Animal Manure/Litter Management Projects
Livestock Control Projects
Vegetation Management/Revegetation
Livestock Grazing System Planning
",Agriculture; Animal Feeding Operations,Implementing a TMDL,"$315,608 ",Yes,Completed,Did start on 09/05/2008,Completed on 09/05/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,15,Buxahatchee Creek Watershed Restoration Project,No,"BMP Design/Implementation
Animal Manure/Litter Management Projects
Livestock Control Projects
Stormwater Discharge Design/ Control
Riparian Projects
Local (Specific Target) Education/Information Programs
Nutrient Management Planning
Stormwater Management Planning
Livestock Grazing System Planning
",Agriculture; Silviculture; Turf Management; Urban Runoff/Stormwater,Implementing a TMDL,"$358,685 ",Yes,On Schedule,Did start on 02/17/2009,Completed on 08/17/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,16,Demo of Poultry House Management Tech and Tech to Improve Litter Conditions,No,"BMP Performance Assessment
",Animal Feeding Operations,NOT APPLICABLE (NA),"$39,470 ",No,On Schedule,Did start on 08/10/2009,Completed on 08/10/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,17,IBI as a Statewide Biomonitoring Tool for Alabama,Yes,"Biological Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$120,000 ",No,On Schedule,Did start on 10/01/2009,Completed on 09/30/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,18,Little Shades Creek Restoration Project,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$385,936 ",Yes,Completed,Did start on 09/02/2009,Completed on 09/02/2011
AL,2007,99469907,AL DEPT OF ENVIRONMENTAL MANAGEMENT,19,Town Creek Watershed Restoration Project,No,"BMP Design/Implementation
",Agriculture; Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$229,650 ",Yes,On Schedule,Did start on 08/06/2009,Completed on 08/06/2011
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,1,Utilizing Water Treatment Residuals to Reduce Phosphorus Runoff from Biosolids,No,"Nutrient Management Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$167,412 ",No,Completed,Did start on 10/01/2007,Completed on 05/31/2010
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,2,State Core Program,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$2,042,590 ",No,On Schedule,Did start on 07/01/2007,Completed on 06/30/2008
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,3,Demonstration of a new ditch lining technology for controlling gully erosion associated with road ditches,No,"Erosion Control Projects
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$57,375 ",Yes,Completed,Did start on 07/01/2007,Completed on 11/30/2009
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,4,West Fork White River - Stream Restoration Project,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$231,524 ",Yes,Completed,Did start on 10/01/2007,Completed on 12/31/2010
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,5,"Implementing Best Management Practices in the West Fork of the White River (WFWR), Washington County, Arkansas",No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$52,208 ",No,,Did start on 10/01/2007,Completed on 10/31/2008
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,6,"Implementation of Low Impact Development Best Management Practices to Remediate Sediment from Urban Development in Fayetteville, AR",No,"Nonstructural Planning (for new development)
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$464,000 ",No,Completed,Did start on 08/01/2007,Completed on 07/31/2010
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,7,Streambank Protection and Stabilization,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$200,000 ",Yes,On Schedule,Did start on 07/01/2007,Completed on 09/09/2009
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,8,Sager Creek Urban Stream Restoration,No,"Riparian Projects
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$199,240 ",Yes,Accepted by EPA,Will start on 02/01/2008,Completed on 08/26/2009
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,9,Strawberry River Subwatersheds Monitoring,No,"BMP Effectiveness Monitoring
",All Sources,NOT APPLICABLE (NA),"$80,945 ",No,Completed,Did start on 04/01/2008,Completed on 06/30/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,10,Jefferson County Erosion Control Project,No,"Sediment Control
",Agriculture,NOT APPLICABLE (NA),"$62,289 ",Yes,On Schedule,Did start on 03/01/2008,Completed on 12/30/2009
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,11,Larkin Creek BMP Implementation Design Plan,No,"Riparian Projects
",Agriculture,Implementing a TMDL,"$39,342 ",No,On Schedule,Did start on 04/01/2008,Completed on 04/14/2009
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,12,Pipe Drop Monitoring,No,"BMP Effectiveness Monitoring
",All Sources,NOT APPLICABLE (NA),"$34,750 ",No,Completed,Did start on 07/01/2008,Completed on 07/29/2009
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,13,Illinois River Watershed Management Plan,No,"Watershed Management Planning
",Historical Pollutants,NOT APPLICABLE (NA),"$150,000 ",No,Completed,Did start on 06/01/2008,Completed on 08/31/2010
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,14,Poinsett County Erosion Control Project- Phase II,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$87,500 ",Yes,Completed,Did start on 09/01/2010,Completed on 06/30/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,15,Desha County Erosion Control- Phase II,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$282,500 ",Yes,Completed,Did start on 09/01/2010,Completed on 12/31/2011
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,16,A Rain Garden Demonstration and Outreach,No,"BMP Design/Implementation
Local (Specific Target) Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$15,000 ",No,Completed,Did start on 04/01/2011,Completed on 03/15/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,17,Reprinting of the Low Impact Development,Yes,"Statewide Education/Information Programs
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$10,000 ",No,Completed,Did start on 04/15/2011,Completed on 06/15/2011
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,18,Logan County Litter Spreader Project,No,"Animal Manure/Litter Management Projects
",Agriculture; Animal Feeding Operations,NOT APPLICABLE (NA),"$9,125 ",No,,Did start on 06/01/2011,Completed on 09/30/2011
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,19,West Fork White River--Stream Restoration Repair,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$19,950 ",Yes,Completed,Did start on 06/01/2011,Completed on 08/31/2011
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,20,"Annual NPS Management Plan Meeting, Project review meeting and arkansaswater.org update",Yes,"Other Planning
",Agriculture,NOT APPLICABLE (NA),"$21,700 ",No,Completed,Did start on 07/01/2011,Completed on 05/31/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,21,Lee Creek and Frog Bayou Watershed Management Planning – Phase I,No,"Watershed Planning
",Agriculture,NOT APPLICABLE (NA),"$81,407 ",No,Completed,Did start on 11/01/2010,Completed on 05/30/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,22,Montgomery County Equipment Project,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$7,100 ",Yes,Completed,Did start on 11/15/2011,Completed on 06/30/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,23,Watershed Group Capacity Building,No,"Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),$0 ,No,Completed,Did start on 03/01/2012,Completed on 05/31/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,24,Data management and preparation of Water Quality Data for importing into WQX database,No,"Other Water Quality Assessment /Monitoring
",Agriculture,NOT APPLICABLE (NA),"$29,894 ",No,Completed,Did start on 03/01/2012,Completed on 05/31/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,25,L'Anguille River Monitoring Equipment,No,"Biological Monitoring
",Agriculture,NOT APPLICABLE (NA),"$13,135 ",No,Completed,Did start on 03/01/2012,Completed on 05/31/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,26,Beaver Lake Watershed Protection Strategy Improvement,No,"Watershed Management Planning
",Agriculture,NOT APPLICABLE (NA),"$19,918 ",No,Completed,Did start on 03/19/2012,Completed on 05/31/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,27,AACD Collaborative Rain Gauge Network ,Yes,"Watershed Modeling - General Usage
",Agriculture; Construction; Hydromodification; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$27,000 ",No,Completed,Did start on 03/01/2012,Completed on 06/15/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,28,Lawrence County No-Till Drill,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$19,000 ",Yes,Completed,Did start on 03/01/2012,Completed on 05/31/2012
AR,2007,99610315,ARKANSAS NATURAL RESOURCES COMMISSION,29,Yell County Litter Spreader,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$8,483 ",Yes,Completed,Did start on 04/01/2012,Completed on 05/31/2012
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,1,White Mountain Apache Tribe's Water Quality Improvement Grant,No,"Vegetation Management/Revegetation
Grade Stabilization
Sediment Control
Erosion Control Projects
Livestock Grazing System Planning
",Construction; Hydromodification; Other NPS Pollution; Silviculture,NOT APPLICABLE (NA),"$119,753 ",Yes,Completed,Did start on 07/01/2008,Completed on 12/31/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,2,Ash Creek Watershed Improvement Project,No,"Sediment Control
BMP Effectiveness Monitoring
",Hydromodification; Silviculture,NOT APPLICABLE (NA),"$31,955 ",No,On Schedule,Did start on 07/01/2008,Completed on 06/30/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,3,National Nonpoint Source Education of Municipal Officers Model (NEMO),Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$311,110 ",No,On Schedule,Did start on 07/01/2008,Completed on 06/30/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,4,Creating a Neighborhood Model to Address Urban Stormwater Pollutants,No,"Stormwater Management Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$68,818 ",Yes,Completed,Did start on 07/01/2008,Completed on 08/13/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,6,The Gila River Box Conservation Area Livestock Deterrent Fence,No,"Animal Manure/Litter Management Projects
Livestock Control Projects
Riparian Projects
Local (Specific Target) Education/Information Programs
Livestock Grazing System Planning
",Agriculture,NOT APPLICABLE (NA),$176 ,Yes,Completed,Did start on 07/01/2008,Completed on 01/28/2009
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,7,Oak Creek Canyon Water Quality Improvement Project ,No,"Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$25,777 ",No,Completed,Did start on 07/01/2008,Completed on 10/31/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,8,Gila Valley Best Management Practices on Crop Land,No,"Vegetation Management/Revegetation
Sediment Control
",Agriculture,NOT APPLICABLE (NA),"$6,105 ",Yes,Completed,Did start on 07/01/2008,Completed on 06/30/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,9,From Education to Action in the Granite Creek Watershed,No,"Statewide Education/Information Programs
",All Sources,Implementing a TMDL,"$23,736 ",No,Completed,Did start on 07/01/2008,Completed on 08/31/2010
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,16,E. coli Reduction on the San Francisco River Through Alternative Livestock Water on Kaler Ranch,No,"Livestock Control Projects
",Animal Feeding Operations; Other NPS Pollution,Developing a TMDL,"$13,250 ",Yes,Completed,Did start on 06/21/2009,Completed on 01/18/2011
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,17,Sediment Reduction from Runoff Using Best Management Practices,No,"BMP Design/Implementation
Stream Bank Stabilization
Sediment Control
",All Sources; Historical Pollutants; Hydromodification,NOT APPLICABLE (NA),"$10,000 ",Yes,Completed,Did start on 08/17/2009,Completed on 12/31/2012
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,18,Wenima Wildlife Area Stream Restoration,No,"Stream Bank Stabilization
Sediment Control
Wetland Restoration/Protection
",Hydromodification,Implementing a TMDL,$500 ,Yes,Completed,Did start on 07/01/2009,Completed on 06/30/2013
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,28,Community Stewardship Model for Green Streets,No,"BMP Design/Implementation
Nonpoint Source Program Overall Coordination/ Management
Stormwater Management Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$5,355 ",No,Completed,Did start on 08/13/2010,Completed on 10/31/2012
AZ,2007,96998407,AZ DEPT OF ENV QUALITY,29,The Upper Gila Watershed Steward Project,No,"Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$9,132 ",No,Behind Schedule,Did start on 06/26/2008,Completed on 06/30/2013
CA,2007,903907,CSWRCB - CA STATE WATER RES CTRL BRD,16,I - Scott River Road Sediment Source Reduction: Lower Scott - 9126,No,"Sediment Control
",Hydromodification,Implementing a TMDL,"$251,250 ",Yes,On Schedule,Did start on 12/31/2010,Completed on 12/31/2012
CA,2007,903907,CSWRCB - CA STATE WATER RES CTRL BRD,17,I - Fish Rock Road Sediment Reduction Project - 9113,No,"Sediment Control
",Construction; Hydromodification,Implementing a TMDL,"$787,552 ",Yes,On Schedule,Did start on 03/01/2008,Completed on 02/02/2015
CA,2007,903907,CSWRCB - CA STATE WATER RES CTRL BRD,18,I - Navarro River Watershed Sediment Reduction Project - 9206,No,"Sediment Control
",Urban Runoff/Stormwater,Implementing a TMDL,"$946,075 ",Yes,On Schedule,Did start on 05/01/2008,Completed on 12/31/2012
CA,2007,903907,CSWRCB - CA STATE WATER RES CTRL BRD,19,I - Salmon River Road Restoration Phase 3 - North Fork - 8968,No,"Sediment Control
",Construction; Hydromodification,Implementing a TMDL,"$315,000 ",Yes,Completed,Did start on 11/01/2008,Completed on 01/02/2013
CT,2007,100101,Place Holder,1,ppg,Yes,"Nonpoint Source Project Staffing
",All Sources,NOT APPLICABLE (NA),"$800,000 ",No,On Schedule,Did start on 10/01/2003,Will be Completed On 09/30/2008
CT,2007,178007,CONNECTICUT D.E.P.,1,AFO/CAFO Series,Yes,"Nutrient Management Planning
",Animal Feeding Operations,NOT APPLICABLE (NA),"$70,000 ",Yes,Completed,Did start on 09/15/2007,Completed on 05/10/2011
CT,2007,178007,CONNECTICUT D.E.P.,2,NEMO,Yes,"Statewide Education/Information Programs
Technical Assistance to State/Local
Technology Transfer to State/ Local Government
",All Sources,NOT APPLICABLE (NA),"$70,000 ",No,On Schedule,Did start on 09/15/2007,Completed on 10/15/2012
