State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,3,Rogers Ranch Turbidity Reduction Projects,No,,Agriculture,,"$24,576 ",No,Completed,Did start on 08/01/2000,Completed on 10/23/2000
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,4,Implementation of Best Management Practices to Control Sediment on a Reach of the Santa Cruz River,No,,Hydromodification,,"$87,800 ",No,Completed,Did start on 08/01/2000,Completed on 07/21/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,5,Cane Springs Ranch Catchment Restoration,No,,Agriculture,,"$9,324 ",No,Completed,Did start on 08/07/2000,Completed on 09/18/2000
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,6,Greater Kingman Area Wildcat Dump Cleanup,No,,Land Disposal/Storage/Treatment,,"$82,200 ",No,Completed,Did start on 02/20/2001,Completed on 07/31/2002
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,7,Overgaard Townsite WAter Protection Project,No,"Corrective Action (other than BMP implementation)
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$1,420 ",Yes,Completed,Did start on 03/14/2001,Completed on 02/28/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,8,Peppersause Cave Water and Cave Restoration,No,"Corrective Action (other than BMP implementation)
",Land Disposal/Storage/Treatment; Turf Management,,"$25,609 ",No,Completed,Did start on 02/26/2001,Completed on 02/28/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,9,"Outreach Activities in the San Carlos, Safford, Duncan Watershed",No,"BMP Design/Implementation
",,,$279 ,No,Completed,Did start on 05/24/2000,Completed on 06/30/2001
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,10,Water Quality Management for Colorado River Communities,No,"BMP Design/Implementation
",Other NPS Pollution,,"$2,238 ",No,Completed,Did start on 09/01/2000,Completed on 12/30/2001
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,11,Arizona State Environthon,No,"Statewide Education/Information Programs
",Other NPS Pollution,,"$30,400 ",No,,Did start on ,Completed on 11/21/2001
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,12,NAU On-site Waste Water Treatment and Disposal System,Yes,"BMP Performance Assessment
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$265,600 ",Yes,Completed,Did start on 05/14/1999,Completed on 06/30/2002
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,13,Outreach Activites- Northwest Arizona Watershed Council,No,"BMP Design/Implementation
",,,"$9,035 ",No,Completed,Did start on 08/01/2000,Completed on 06/30/2001
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,14,Regulated Agricultural Activities Assistance Program,No,"Nonpoint Source Program Overall Coordination/ Management
",Agriculture,,"$73,175 ",No,Completed,Did start on ,Completed on 10/25/2001
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,15,Arizona County Directors of Environmental Health Services Association Soil Workshops,No,"Statewide Education/Information Programs
",Other NPS Pollution,,"$2,207 ",No,Completed,Will start on ,Completed on 02/23/2001
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,16,Lake Havasu and Colorado River Protection Conference,No,"Statewide Education/Information Programs
",Other NPS Pollution,,"$1,500 ",No,Completed,Will start on ,Completed on 05/08/2000
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,17,Bar S Ranch Headquarters: Septic Tank and Drain Field Installation,No,"Corrective Action (other than BMP implementation)
",Land Disposal/Storage/Treatment,,"$4,658 ",No,Completed,Did start on 08/01/2001,Completed on 09/11/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,18,Riverfront Residence Green Roof Installation,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,,"$2,800 ",Yes,Completed,Did start on 08/01/2001,Completed on 08/15/2002
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,19,Arizona county Directors of Environmental Health Services Assoc.,No,"Statewide Education/Information Programs
",Other NPS Pollution,,"$40,600 ",No,,Will start on ,Completed on 10/03/2000
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,20,Palo Alto Runoff Control,No,,,,"$39,583 ",No,Completed,Did start on 02/14/2002,Completed on 04/15/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,21,Martinez Ranch WQ Improvement,No,,,,"$15,423 ",No,Completed,Did start on 02/13/2002,Completed on 04/30/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,22,Boy Scouts Of America,No,,,,"$6,307 ",No,Completed,Did start on 02/13/2002,Completed on 03/20/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,23,San Pedro Wildlife Sanctuary Habitat Restoration Project,No,"Wetland Restoration/Protection
",Agriculture,,"$6,073 ",No,Completed,Did start on 08/20/2001,Completed on 09/30/2004
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,24,Ramsey Canyon Preserve Parking Lot Runoff Reduction Project,No,,,,"$14,280 ",No,Completed,Did start on 03/14/2002,Completed on 03/20/2003
AZ,1998,98904698,ADEQ - AZ DEPT OF ENV QUALITY,25,Oak Creek WQ Guardian (Morgan Stine),No,,,,"$6,984 ",No,Completed,Did start on 01/26/2000,Completed on 02/28/2003
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,1,HUMBOLDT BAY WATERSHED ENHANCEMENT PROGRAM,No,,,,"$239,315 ",No,,Did start on 10/01/1999,Completed on 06/01/2002
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,2,KLAMATH BASIN WATERSHED RESTORATION,No,"BMP Design/Implementation
",All Sources,,"$180,000 ",No,,Did start on 12/15/1998,Completed on 06/01/2001
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,3,IMPLEMENTATION OF THE SANTA CLARA BASIN WMP,No,"Other Restoration/Protection/Prevention
",All Sources,,"$130,000 ",No,,Did start on 07/01/1999,Completed on 07/01/2001
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,4,UPPER ALAMEDA CREEK WATERSHED MANAGEMENT,No,"Local (Specific Target) Education/Information Programs
",Agriculture; Construction; Urban Runoff/Stormwater,,"$130,000 ",No,Completed,Did start on 11/01/1998,Completed on 09/28/2001
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,5,SALINAS VALLEY EAST SIDE WATERSHED PROJECT,No,"Technical Assistance to State/Local
",Agriculture,,"$102,000 ",No,,Did start on 02/15/1999,Completed on 12/30/2000
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,6,SALINAS RIVER REGULATORY COORDINATION and PERMIT STREAMLINING PROGRAM,No,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,,"$60,000 ",No,,Did start on 03/01/1999,Completed on 06/30/2002
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,7,MONTEREY BAY NATIONAL MARINE SANCTUARY CITIZEN WATER QUALITY MONITORING NETWORK,No,"Local (Specific Target) Education/Information Programs
Other Water Quality Assessment /Monitoring
",Agriculture,,"$75,000 ",No,Completed,Did start on 12/01/1998,Completed on 12/31/2000
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,8,UPPER ARROYO SECO WATERSHED IMPROVEMENTS,No,,,,"$81,000 ",No,,Will start on ,Will be Completed On 
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,9,THE BEACHKEEPER CITIZEN MONITORING PROGRAM,No,,,,"$38,790 ",No,,Will start on ,Will be Completed On 
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,10,AGUA DULCE WATER QUALITY IMPROVEMENT,No,,,,"$10,500 ",No,,Will start on ,Will be Completed On 
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,11,WATER QUALITY IMPROVEMENT PROJECT - WESTSIDE TRIBUTARY,No,"Local (Specific Target) Education/Information Programs
",All Sources,,"$172,500 ",No,,Did start on 01/01/1998,Completed on 06/30/2002
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,12,NPS REDUCTION IN PROCESSING TOMATOES PROGRAM,No,,,,"$150,000 ",No,,Will start on ,Will be Completed On 
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,13,FEATHER RIVER CRM WATERSHED MONITORING PROGRAM,No,"Other Water Quality Assessment /Monitoring
",Agriculture; All Sources; Other NPS Pollution; Resource Extraction; Silviculture,,"$221,560 ",No,Completed,Did start on 08/01/1998,Completed on 08/31/2000
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,14,Toxicity Education and Urban Waterways,No,"Local (Specific Target) Education/Information Programs
Other Water Quality Assessment /Monitoring
",All Sources,NOT APPLICABLE (NA),"$90,000 ",No,,Will start on ,Will be Completed On 
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,15,MURPHY GULCH DESILTATION BASIN #2,No,,,,"$232,460 ",No,,Did start on 10/01/1998,Completed on 09/30/2001
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,16,AN EDUCATIONAL/EXTENSION PROGRAM FOR AGRICULTURE,No,"Local (Specific Target) Education/Information Programs
",Agriculture,,"$130,000 ",No,Completed,Did start on 01/15/1999,Completed on 12/31/2000
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,17,COACHELLA VALLEY/SALTON SEA NPS PROJECT,No,"Other Restoration/Protection/Prevention
",All Sources,,"$150,000 ",No,,Did start on 12/01/1999,Completed on 05/01/2003
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,18,SWEETWATER WATERSHED SUMMIT-STUDENTS SOLVING,No,"Other Restoration/Protection/Prevention
",All Sources,,"$63,246 ",No,,Did start on 11/13/1998,Completed on 10/31/2001
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,19,CREEK RESTORATION and ECOLOGY EDUCATION FOR KIDS (CREEK),No,"Other Restoration/Protection/Prevention
",All Sources,,"$50,000 ",No,,Did start on 04/15/1999,Completed on 10/31/2002
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,20,WILD ON WATERSHEDS:  STEP TO STEWARDSHIP,No,"Statewide Education/Information Programs
",,NOT APPLICABLE (NA),"$128,823 ",No,Completed,Will start on ,Completed on 09/01/2001
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,21,ADOPT-A-WATERSHED LEADERSHIP INSTITUTE,No,"Statewide Education/Information Programs
",,,"$178,844 ",No,Completed,Did start on 09/01/1998,Completed on 12/31/2000
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,22,MORRO BAY NATIONAL MONITORING PROGRAM,No,"Nonpoint Source Program Overall Coordination/ Management
Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,,"$119,014 ",No,Completed,Did start on 11/15/1998,Completed on 11/30/2000
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,23,COMBINING FORCES:  BRINGING WATERSHED RESTORATION,No,"Local (Specific Target) Education/Information Programs
Watershed Modeling - Watershed Specific
Other Water Quality Assessment /Monitoring
",,NOT APPLICABLE (NA),"$127,656 ",No,Completed,Did start on 10/01/1998,Completed on 03/31/2002
CA,1998,99993801,CSWRCB - CA STATE WATER RES CTRL BRD,24,Program Management --Staff Support,No,"Antidegradation Activities and Analyses
",,,"$2,772,850 ",No,,Will start on ,Will be Completed On 
CO,1998,99818698,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,1,WATER AND NUTRIENT MANAGEMENT DEMONSTRATION AND EDUCATION,No,,Agriculture,,,No,Accepted by EPA,Did start on 04/30/1998,Completed on 12/31/2000
CO,1998,99818698,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,2,DRY CREEK BASIN CRMP CONTINUATION,No,"Vegetation Management/Revegetation
",Agriculture; Hydromodification,,"$121,315 ",No,Accepted by EPA,Did start on 05/01/1998,Completed on 03/31/2003
CO,1998,99818698,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,3,"IMPROVED NUTRIENT AND IRRIGATION MANAGEMENT PRACTICES FOR URBAN TURF CONTINUATION, PHASE 2",No,"Statewide Education/Information Programs
",Urban Runoff/Stormwater,,"$37,600 ",No,Accepted by EPA,Did start on 05/01/1998,Completed on 05/31/2000
CO,1998,99818698,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,4,INNOVATIVE TREATMENT SYSTEMS,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,,"$102,000 ",Yes,Completed,Did start on 05/01/1998,Completed on 03/31/2001
