State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,Multi-media Production and Outreach,No,"Local (Specific Target) Education/Information Programs
",All Sources,,"$10,203 ",No,Completed,Did start on 09/30/1999,Completed on 09/30/2004
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,12,Citizen Volunteer Water Quality Monitoring,No,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
",All Sources,,"$91,361 ",No,Completed,Did start on 11/09/1999,Completed on 10/17/2002
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,13,Septage System and Alternative Treatments,No,"Local (Specific Target) Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Other Technical Assistance Activity
",Land Disposal/Storage/Treatment,,"$12,000 ",No,Completed,Did start on 10/01/1999,Completed on 09/30/2005
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,14,Community Based Environmental Protection,No,"Local (Specific Target) Education/Information Programs
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
",All Sources,,"$30,000 ",No,Completed,Did start on 01/03/2000,Completed on 09/30/2004
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,15,Programatic Educational Outreach,No,"Local (Specific Target) Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
Nutrient Management Planning
Stormwater Management Planning
Develop/ Revise Basin Plans larger than 8 digit HUC code
",All Sources,,"$11,636 ",No,Completed,Did start on 10/01/1998,Completed on 09/30/2005
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,16,Resource Extraction - Abandoned Mine Lands,No,"Other Technical Assistance Activity
Water Quality Problem Identification
",Resource Extraction,,"$44,488 ",No,Completed,Did start on 08/15/2000,Completed on 12/15/2002
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,17,Silvicultural Best Mangement Practices,No,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
",Silviculture,,"$30,000 ",Yes,On Schedule,Did start on 05/01/2000,Completed on 09/30/2003
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,18,TMDL Criteria,No,"Nonpoint Source Program Overall Coordination/ Management
Technology Transfer to State/ Local Government
Watershed Modeling - Watershed Specific
Geographic Information Systems
TMDLs
Riparian Assessment/ Monitoring
TMDL Assessments
",All Sources,,"$40,000 ",No,Completed,Will start on 10/01/1998,Completed on 09/30/2005
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,19,Habitat Protection,No,"Corrective Action (other than BMP implementation)
Stream Bank Stabilization
Local (Specific Target) Education/Information Programs
Geographic Information Systems
Other Planning
Wetland Assessment/ Monitoring
Riparian Assessment/ Monitoring
Water Quality Problem Identification
BMP Effectiveness Monitoring
",Agriculture,,"$40,000 ",No,On Schedule,Did start on 10/01/1998,Completed on 09/30/2004
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,20,Pesticide Waste Collection Program,No,"Local (Specific Target) Education/Information Programs
Other Technical Assistance Activity
",Agriculture,,"$50,000 ",Yes,Completed,Did start on 10/01/1998,Completed on 08/25/1999
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,21,Piney Creek Watershed,No,"Corrective Action (other than BMP implementation)
BMP Design/Implementation
Animal Manure/Litter Management Projects
Livestock Control Projects
Vegetation Management/Revegetation
Erosion Control Projects
Local (Specific Target) Education/Information Programs
",Agriculture,,"$340,000 ",Yes,Completed,Did start on 08/18/1999,Completed on 09/30/2004
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,22,Big Nance Watershed Project,No,"BMP Design/Implementation
Livestock Control Projects
Vegetation Management/Revegetation
Stream Bank Stabilization
Stormwater Discharge Design/ Control
Erosion Control Projects
Local (Specific Target) Education/Information Programs
",Agriculture,,"$603,982 ",Yes,Completed,Did start on 08/18/1999,Completed on 09/30/2004
AL,1999,99469999,AL DEPT OF ENVIRONMENTAL MANAGEMENT,23,Duck River Watershed Project,No,"BMP Design/Implementation
Animal Manure/Litter Management Projects
Livestock Control Projects
Vegetation Management/Revegetation
Local (Specific Target) Education/Information Programs
",Agriculture; Animal Feeding Operations,,"$471,230 ",Yes,On Schedule,Did start on 08/10/1999,Completed on 09/30/2005
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,1,Staffing and Support,No,"Antidegradation Activities and Analyses
",,,"$742,655 ",No,,Did start on 07/01/1999,Completed on 06/30/2000
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,2,Bayou Bartholomew Technical Transfer (WRAS),No,"Nonpoint Source Program Overall Coordination/ Management
Technology Transfer to State/ Local Government
",Agriculture,,"$369,750 ",No,,Did start on 05/01/1999,Will be Completed On 12/31/2002
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,3,Upper Ballard Creek Watershed,No,"Statewide Education/Information Programs
Water Quality Problem Identification
",Agriculture,,"$300,000 ",No,,Will start on ,Will be Completed On 
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,4,Pasture Restoration Demonstration,No,"Technology Transfer to State/ Local Government
",Agriculture,,"$200,070 ",No,,Did start on 04/15/1999,Will be Completed On 
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,5,State-Wide Nutrient Management Education,Yes,"Statewide Education/Information Programs
Technology Transfer to State/ Local Government
",Agriculture,,"$259,087 ",No,,Did start on 07/01/1999,Will be Completed On 06/30/2002
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,6,Big Piney Streambank Restoration,No,"Technology Transfer to State/ Local Government
",Agriculture; Urban Runoff/Stormwater,,"$36,873 ",No,,Will start on 04/01/2000,Completed on 12/31/2000
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,7,Buffalo River Riparian Restoration and Easement,No,"Technology Transfer to State/ Local Government
",Agriculture; Urban Runoff/Stormwater,,"$215,823 ",No,,Will start on 12/01/1999,Will be Completed On 12/31/2002
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,8,Silvicultural BMP's  for Streamside Mgmnt Zones,Yes,"Statewide Education/Information Programs
",Silviculture,,"$42,750 ",No,,Will start on 10/01/1999,Completed on 03/31/2001
AR,1999,99610307,AR SWCC - ARKANSAS SOIL AND WATER CONSERVATION COM,9,Incremental Funding for Beaver Lake Watershed,No,"Local (Specific Target) Education/Information Programs
",Agriculture,,"$1,701,400 ",No,On Schedule,Did start on 10/01/1999,Will be Completed On 10/01/2002
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,1,Coronado RCandD - Turbidity reduction in Aravaipa Creek,No,"BMP Design/Implementation
Livestock Control Projects
Vegetation Management/Revegetation
Riparian Projects
Riparian Assessment/ Monitoring
",Agriculture,,"$99,700 ",No,Completed,Did start on 01/26/2000,Completed on 07/21/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,2,Stoneman Lake Water Quality Guardian Program,No,"BMP Design/Implementation
",Land Disposal/Storage/Treatment,,"$26,436 ",No,Completed,Did start on 01/26/2000,Completed on 07/31/2002
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,3,San Pedro Watershed Stewardship Project,No,"BMP Design/Implementation
",Other NPS Pollution,,"$63,479 ",No,Completed,Did start on 07/01/2000,Completed on 06/16/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,4,Upper Whitewater Draw Treatment and Management,No,"Sediment Control
",Urban Runoff/Stormwater,,"$115,960 ",No,Completed,Did start on 04/01/2000,Completed on 09/08/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,5,Oak Creek Sediment Water Quality Guardian Program,No,"Stormwater Discharge Design/ Control
",Other NPS Pollution,,"$4,377 ",No,Completed,Did start on 01/01/2000,Completed on 10/04/2001
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,6,EC Bar Ranch Turbidity Reduction Project,No,"Livestock Control Projects
Riparian Projects
",Agriculture,,"$121,435 ",No,Completed,Did start on 08/01/2000,Completed on 12/31/2002
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,7,Yavapai County Floodcontrol- Cornville Watershed Project,No,"Stormwater Discharge Design/ Control
",Urban Runoff/Stormwater,,"$56,531 ",No,Completed,Did start on 08/01/2000,Completed on 02/20/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,8,Upper Lower Colorado River- Big Ditch Water Loss/Water Quality Improvement Project,No,"Stormwater Discharge Design/ Control
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$382,798 ",Yes,Completed,Did start on 08/01/2000,Completed on 12/12/2002
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,9,"Lower Salt River- Pollution Prevention, Education, and Monitoring",No,,,,"$92,253 ",No,Completed,Did start on 08/08/2000,Completed on 04/08/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,10,Borderlands Storm Water Runoff Control Project,No,"Vegetation Management/Revegetation
",All Sources,,"$168,000 ",No,Completed,Did start on 02/12/2001,Completed on 07/21/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,11,Peppersause Cave Water and Cave Restoration,No,,,,"$5,584 ",No,Completed,Did start on 02/26/2001,Completed on 04/14/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,12,EC Bar Ranch Turbidity Reduction Project - Phase II,No,,Hydromodification,Implementing a TMDL,"$51,540 ",No,Completed,Did start on 02/14/2001,Completed on 12/31/2002
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,13,Murray Basin/Saffel Canyon Phase II,No,,Construction,,"$85,523 ",No,Completed,Did start on 04/11/2001,Completed on 09/08/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,14,Industry/University Cooperative Research Center for Water Quality Research,No,,All Sources,,"$84,262 ",No,Completed,Did start on 10/16/2000,Completed on 07/14/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,15,Palo Alto Runoff Control,No,"Livestock Control Projects
Erosion Control Projects
",Agriculture; Hydromodification,NOT APPLICABLE (NA),"$27,102 ",Yes,Completed,Did start on 02/14/2002,Completed on 02/28/2004
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,16,Regulated Agricultural Activities Assistance Program,No,"Statewide Education/Information Programs
",,,"$7,054 ",Yes,Completed,Did start on 08/27/2002,Completed on 01/27/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,17,Trees For The Rim,No,"Other Restoration/Protection/Prevention
",Other NPS Pollution; Silviculture,,"$19,292 ",Yes,Completed,Did start on 01/01/2003,Completed on 12/31/2005
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,18,Coronado RCandD - Campomocho/Sacaton Watershed Stormwater Runoff Control,No,,,,"$102,000 ",No,Completed,Did start on 02/27/2003,Completed on 07/03/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,19,USDA Forest Service - Verde River Headwaters Riparian Restoration Demonstration Project,No,,,,"$1,225 ",No,Completed,Did start on 12/07/2000,Completed on 07/30/2003
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,20,Hualapai Nation Composting Restrooms For Hualapai Reservation,No,,,,"$14,198 ",No,Completed,Did start on 03/31/2002,Completed on 02/28/2004
AZ,1999,98932899,AZ DEPT OF ENV QUALITY,21,Oak Water Quality Guardian Project,No,,,,"$110,251 ",No,Completed,Did start on 01/02/2000,Completed on 02/28/2003
AZ,1999,99966600,ADEQ - AZ DEPT OF ENV QUALITY,1,No Title for this Project,No,,,,$0 ,No,,Will start on ,Will be Completed On 
AZ,1999,99966600,ADEQ - AZ DEPT OF ENV QUALITY,2,No Title for this Project,No,,,,$0 ,No,,Will start on ,Will be Completed On 
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,1,Eel River Cooperative Sediment Reduction/WQ,No,"Erosion Control Projects
Riparian Projects
Fisheries Projects
",Construction; Other NPS Pollution,,"$248,751 ",Yes,On Schedule,Did start on 05/26/2000,Completed on 06/01/2002
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,2,Stemple Creek/ Estero De San Antonio,No,"Livestock Control Projects
Vegetation Management/Revegetation
Erosion Control Projects
Riparian Projects
Riparian Assessment/ Monitoring
",Agriculture,,"$130,000 ",Yes,Completed,Did start on 01/01/2000,Completed on 07/31/2002
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,3,Sediment Reduction in Gualala River Watershed,No,"Vegetation Management/Revegetation
Stream Bank Stabilization
Sediment Control
Erosion Control Projects
Fisheries Projects
TMDLs
Other Water Quality Assessment /Monitoring
BMP Effectiveness Monitoring
",Silviculture,NOT APPLICABLE (NA),"$342,250 ",No,On Schedule,Did start on 06/15/2000,Completed on 12/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,4,Implementing a Regionwide Volunteer Monitoring Resource Center,No,"Other Water Quality Assessment /Monitoring
",,NOT APPLICABLE (NA),"$130,000 ",No,Completed,Did start on 10/01/1999,Completed on 03/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,5,"Characterization, Monitoring, and BMPs in Pescadero Watershed",No,"Corrective Action (other than BMP implementation)
BMP Performance Assessment
Assessments for Compliance with Water Quality Standards
Water Quality Problem Identification
",All Sources; Other NPS Pollution,NOT APPLICABLE (NA),"$229,340 ",No,,Did start on 12/01/1999,Completed on 12/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,6,Walker Creek Watershed Enhancement,No,"Erosion Control Projects
Riparian Projects
Other Water Quality Assessment /Monitoring
",Agriculture; All Sources,NOT APPLICABLE (NA),"$130,000 ",Yes,Completed,Did start on 12/15/2000,Completed on 12/30/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,7,Monterey Bay Regional Marketing Initiative,No,"Local (Specific Target) Education/Information Programs
Other Technical Assistance Activity
BMP Effectiveness Monitoring
",Agriculture,NOT APPLICABLE (NA),"$145,820 ",No,On Schedule,Did start on 01/01/2000,Completed on 12/31/2001
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,8,Erosion and Nutrient Mgmt. in Salinas and Pajaro,No,"BMP Design/Implementation
Other Technical Assistance Activity
",Agriculture,NOT APPLICABLE (NA),"$311,000 ",Yes,On Schedule,Did start on 02/01/2001,Completed on 12/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,9,Morro Bay Volunteer Monitoring Program,No,"Local (Specific Target) Education/Information Programs
Assessments for Compliance with Water Quality Standards
Other Water Quality Assessment /Monitoring
",All Sources,NOT APPLICABLE (NA),"$240,000 ",Yes,On Schedule,Did start on 01/15/2001,Completed on 12/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,10,Septic Tank Nutrient Removal Project,No,"Other Water Quality Assessment /Monitoring
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$129,703 ",No,Completed,Did start on 08/01/2000,Completed on 06/15/2001
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,11,RiverWatch  Water Quality Monitoring Project--PROJECT TERMINATED.--NOT COMPLETED,No,"Assessments for Compliance with Water Quality Standards
TMDL Assessments
Water Quality Problem Identification
",,,"$38,820 ",No,,Will start on ,Completed on 04/15/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,12,Clean Marina and In-Water Hull Cleaning Program,No,"Local (Specific Target) Education/Information Programs
BMP Effectiveness Monitoring
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$87,382 ",No,On Schedule,Did start on 04/01/2001,Completed on 12/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,13,Stewards of the Arroyo Pasajero,No,"BMP Design/Implementation
Livestock Control Projects
Vegetation Management/Revegetation
Erosion Control Projects
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
Water Quality Problem Identification
BMP Effectiveness Monitoring
",Agriculture; Historical Pollutants,NOT APPLICABLE (NA),"$202,400 ",Yes,Completed,Did start on 05/01/2000,Completed on 06/30/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,14,Reduction of Stream Sedimentation,No,"Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$250,000 ",No,Completed,Did start on 11/15/1999,Completed on 06/30/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,15,Protecting the San Joaquin River Through Outreach and Educ. to Stanislaus county Walnut growers: The BIOS Approach,No,"Local (Specific Target) Education/Information Programs
",Agriculture,NOT APPLICABLE (NA),"$154,339 ",No,Completed,Did start on 07/15/2000,Completed on 03/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,16,Panoche Creek Revitalization Project,No,"BMP Design/Implementation
",All Sources,Developing a TMDL implementation plan(s),"$350,000 ",Yes,Completed,Did start on 09/01/2000,Completed on 12/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,17,Truckee River Day and Associated Projects,No,"Erosion Control Projects
Riparian Projects
Fisheries Projects
Local (Specific Target) Education/Information Programs
",All Sources; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$33,010 ",Yes,Completed,Did start on 07/15/1999,Completed on 02/20/2002
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,18,Rangeland BMPs in the Upper West Walker River Watershed,No,"BMP Design/Implementation
Local (Specific Target) Education/Information Programs
Other Water Quality Assessment /Monitoring
",Agriculture,NOT APPLICABLE (NA),"$96,890 ",Yes,On Schedule,Did start on 08/01/1999,Completed on 11/01/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,19,Revegetation and Monitoring in the Upper Truckee Watershed,No,"Vegetation Management/Revegetation
Sediment Control
Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$94,380 ",Yes,Completed,Did start on 07/15/1999,Completed on 01/31/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,20,TRPA Watershed Management,No,"BMP Design/Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$240,000 ",No,Completed,Did start on 04/15/2000,Completed on 04/15/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,21,Restoration of Riparian Habitat and Assessment of Riparian Corridor Fencing and other watershed BMPs on Nutirent Loading and Eutrophication of Crowley Lake,No,"Livestock Control Projects
Riparian Projects
Local (Specific Target) Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Riparian Assessment/ Monitoring
TMDL Assessments
",Agriculture; All Sources; Construction,NOT APPLICABLE (NA),"$244,941 ",Yes,Completed,Did start on 05/01/2000,Completed on 03/28/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,22,Imperial Valley Fiber Mat Technology BMP,No,"BMP Performance Assessment
Local (Specific Target) Education/Information Programs
BMP Effectiveness Monitoring
",Agriculture,NOT APPLICABLE (NA),"$125,000 ",Yes,On Schedule,Did start on 04/01/2001,Completed on 12/01/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,23,Riverside Drive Detention Basin Improvements,No,"Stormwater Discharge Design/ Control
Local (Specific Target) Education/Information Programs
Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$240,000 ",No,On Schedule,Did start on 08/19/1999,Completed on 12/01/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,24,Rathbun Creek/ Big Bear Lake sedimentation Nutrient Control Project,No,"Stream Bank Stabilization
Erosion Control Projects
Local (Specific Target) Education/Information Programs
BMP Effectiveness Monitoring
",Agriculture; Urban Runoff/Stormwater,,"$220,000 ",No,Completed,Did start on 03/01/2000,Completed on 05/30/2002
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,25,Orange County Landscape Performance Program,No,"BMP Performance Assessment
Local (Specific Target) Education/Information Programs
TMDLs
",Urban Runoff/Stormwater,Implementing a TMDL,"$100,000 ",Yes,On Schedule,Did start on 10/15/2000,Completed on 06/01/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,26,"Ag. BMP Implementation, within Newport Bay/San Diego Creek Watershed",No,"BMP Design/Implementation
Local (Specific Target) Education/Information Programs
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
",Agriculture,Implementing a TMDL,"$349,794 ",Yes,On Schedule,Did start on 07/01/2001,Completed on 11/01/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,27,Assessing Effectiveness of Various BMPs for Underwater Hull Cleaning,No,,Marinas and Recreational Boating,NOT APPLICABLE (NA),"$42,000 ",No,Completed,Did start on 07/01/2000,Completed on 06/30/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,28,Roberts Ranch Watershed Restoration--PROJECT NOT FUNDED,No,"Vegetation Management/Revegetation
Grade Stabilization
Stormwater Discharge Design/ Control
Other Water Quality Assessment /Monitoring
",Urban Runoff/Stormwater,,"$27,000 ",No,On Schedule,Did start on 04/15/2000,Completed on 06/30/2003
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,29,Program Management--Staff Support,No,,,,"$5,500,683 ",No,,Will start on ,Will be Completed On 
CA,1999,98926899,CSWRCB - CA STATE WATER RES CTRL BRD,30,Interagency Coordination for Nonpoint Source (NPS) Program Upgrade,No,,,,"$200,000 ",No,Completed,Did start on 07/01/1999,Completed on 06/30/2000
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,1,Indirect to Outside Contractors,No,,,,"$28,002 ",No,Completed,Did start on 03/09/1999,Will be Completed On 06/30/2006
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,2,NPS Management Program Development,No,"Program Development Activities
",All Sources,NOT APPLICABLE (NA),"$15,000 ",No,Completed,Did start on 04/01/1999,Completed on 05/01/2002
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,3,Abandoned Mine NPS Education Project,No,"Statewide Education/Information Programs
",Resource Extraction,,"$25,200 ",No,Completed,Did start on 07/20/1999,Completed on 12/31/2003
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,4,Urban Polluted Runoff Media Campaign - Cont.,No,"Statewide Education/Information Programs
",Urban Runoff/Stormwater,,"$124,234 ",No,Accepted by EPA,Did start on 07/01/1999,Completed on 03/01/2001
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,5,Information and Education Coordination,No,"Statewide Education/Information Programs
",,,"$71,100 ",No,Accepted by EPA,Did start on 08/01/1999,Completed on 12/31/2002
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,6,GUNNISON RIVER SELENIUM TARGETING,No,"TMDL Assessments
",Agriculture,Developing a TMDL,"$133,700 ",No,Accepted by EPA,Did start on 05/15/1999,Completed on 06/15/2002
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,7,SILVER WING MINE NON-POINT SOURCE PROJECT,No,"BMP Design/Implementation
",Resource Extraction,,"$203,620 ",Yes,Revised,Did start on 03/09/1999,Completed on 12/31/2004
CO,1999,99818699,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,8,MAMMOTH TUNNEL DISCHARGE TREATMENT PROJECT,No,"BMP Design/Implementation
",Resource Extraction,,"$6,042 ",No,Completed,Did start on 03/09/1999,Completed on 06/15/2002
