State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,23,Phase II: Collection of Turbidity Water Quality Data in the Lower Kenai River: To Determine Natural and Anthropogenic Levels of Turbidity,No,"Water Quality Trend Assessment
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$106,417 ",No,,Did start on 05/04/2009,Completed on 06/30/2010
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,24,"Lower Kenai River: Sampling Plan, QAPP Development and Water Quality Monitoring as Related to Petroleum Hydrocarbon Pollution",No,"Water Quality Trend Assessment
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$34,172 ",No,,Did start on 05/08/2009,Completed on 06/30/2010
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,30,Antidegradation Implementation Conference and Technical Assistance,Yes,"Technical Assistance to State/Local
",Other NPS Pollution,NOT APPLICABLE (NA),"$52,825 ",No,,Did start on 07/27/2009,Completed on 06/30/2010
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,31,Little Sustina River and Cottonwood Creek,No,"Technical Assistance to State/Local
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$5,000 ",No,,Did start on 01/25/2010,Completed on 06/30/2010
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,32,Big Lake Water Quality Monitoring as Related to Petroleum Hydrocarbon Pollution,No,"Water Quality Problem Identification
",Marinas and Recreational Boating,NOT APPLICABLE (NA),"$24,977 ",No,,Did start on 02/13/2009,Completed on 06/30/2010
AK,2009,96069702,AK DEPT OF ENVIRON CONSERV,38,"Fecal Colform Bacteria Source Assessment in the waters of Cottonwood Creek, Wasilla and Little Campbell Creek, Anchorage",No,"Watershed Assessments
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$57,688 ",No,,Did start on 03/11/2010,Completed on 12/31/2010
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of the Alabama FY10 Clean Water Act Section 319 Nonpoint  ,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$677,620 ",No,,Did start on 10/01/2009,Completed on 09/30/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,"Rotational River basin Approach: Surface Water Quality Assessment of the Alabama, Coosa, and Tallapoosa River Basins",No,"Water Quality Trend Assessment
Water Quality Problem Identification
Watershed Assessments
",All Sources,NOT APPLICABLE (NA),"$321,977 ",No,,Did start on 10/01/2009,Completed on 09/30/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,"Surface Water Quality Assessment of Rivers, Reservoirs, and Tributary Embayments of the Alabama, Coosa, and Tallapoosa River Basins",No,"Water Quality Trend Assessment
Water Quality Problem Identification
Watershed Assessments
",All Sources,NOT APPLICABLE (NA),"$364,307 ",No,,Did start on 10/01/2009,Completed on 09/30/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,Alabama Water Watch,Yes,"Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$160,000 ",No,Completed,Did start on 11/18/2010,Completed on 11/17/2013
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,6,Agricultural Water Quality Protection and Education and Outreach ,Yes,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Program Overall Coordination/ Management
Nonpoint Source Project Staffing
Technology Transfer to State/ Local Government
Watershed Management Planning
Watershed Planning
Water Quality Problem Identification
",All Sources,NOT APPLICABLE (NA),"$60,000 ",No,Completed,Did start on 02/01/2012,Completed on 05/01/2013
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,Erosion and Sediment Control on Construction Sites and in Urban Areas in Alabama,Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$59,000 ",No,On Schedule,Did start on 11/16/2010,Completed on 09/30/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,8,Development and Implementation of Silvicultural Components of Nonpoint Source Watershed Management Plans,Yes,"Corrective Action (other than BMP implementation)
BMP Design/Implementation
BMP Performance Assessment
Vegetation Management/Revegetation
Stream Bank Stabilization
Grade Stabilization
Sediment Control
Wetland Restoration/Protection
Riparian Projects
Statewide Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Project Staffing
Technology Transfer to State/ Local Government
Inspection Activities
Geographic Information Systems
Assessments for Compliance with Water Quality Standards
Water Quality Problem Identification
BMP Effectiveness Monitoring
Watershed Assessments
",Silviculture,NOT APPLICABLE (NA),"$65,000 ",No,Not Initiated,Did start on 07/21/2011,Completed on 07/20/2012
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,9,Administration and Management of the Alabama FY10 Clean Water Act           ,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$269,683 ",No,,Did start on 10/01/2009,Completed on 09/30/2010
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,The Alabama Clean Water Partnership Program,Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$315,236 ",No,Completed,Did start on 10/01/2010,Completed on 10/01/2012
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,12,Demonstration of Stormwater Conveyance Retrofit Practices to Improve Water Quality in the Genetta Stream.,No,"BMP Design/Implementation
",Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,Implementing a TMDL,"$400,000 ",Yes,Completed,Did start on 02/18/2011,Completed on 03/20/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,13,Rock Creek and Crooked Creek Watershed Project,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$342,100 ",Yes,Completed,Did start on 03/14/2011,Completed on 03/13/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,15,Upper and Middle Coosa  (DeKalb Co.) TMDL Implementation Project,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$273,841 ",Yes,Completed,Did start on 04/08/2011,Completed on 08/30/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,16,Hester Creek / Mountain Fork Watershed Restoration Project - Phase II,No,"BMP Design/Implementation
",Agriculture; Animal Feeding Operations; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$110,825 ",Yes,Completed,Did start on 04/20/2011,Completed on 04/20/2013
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,17,Dry Creek and Big Scirum Creek Watershed Project,No,"BMP Design/Implementation
Livestock Control Projects
Nutrient Management Planning
Livestock Grazing System Planning
",Agriculture,Implementing a TMDL,"$252,615 ",Yes,Completed,Did start on 01/16/2011,Completed on 09/24/2014
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,18,Indian Creek Watershed Restoration Project - Phase 3,No,"BMP Design/Implementation
",Agriculture; Animal Feeding Operations; Construction; Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,Implementing a TMDL,"$81,196 ",Yes,Completed,Did start on 01/02/2012,Completed on 09/30/2013
AL,2009,96464610,AL DEPT OF ENVIRONMENTAL MANAGEMENT,19,ADEM Coastal NPS Mgt Program Approval - Watershed Headwater Stream Survey,No,"Other Planning
",Hydromodification,NOT APPLICABLE (NA),"$35,000 ",No,,Will start on 10/01/2009,Will be Completed On 09/30/2014
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,1,Administration and Management of the Alabama FY09 Clean Water Act Section 319 Nonpoint Source Grant,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$887,543 ",No,Completed,Did start on 08/01/2008,Completed on 09/30/2009
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,2,Rotational River Basin Approach: Surface Water Quality Assessment of the Tennessee River Basin,No,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Other Technical Assistance Activity
Nutrient Management Planning
Geographic Information Systems
Develop/ Revise Basin Plans larger than 8 digit HUC code
TMDLs
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
Wetland Assessment/ Monitoring
Riparian Assessment/ Monitoring
TMDL Assessments
Water Quality Trend Assessment
Water Quality Problem Identification
Biological Monitoring
Watershed Assessments
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$358,882 ",No,Completed,Did start on 10/01/2008,Completed on 09/30/2014
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,3,"Surface Water Quality Screening Assessment of Rivers, Reservoirs, and Tributary Embayments of the Tennessee River Basin and Water Quality Assessment of Alabama Reservoirs for Nutrient Criteria and Total Maximum Daily Loads",No,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Technology Transfer to State/ Local Government
Other Technical Assistance Activity
Geographic Information Systems
Develop/ Revise Basin Plans larger than 8 digit HUC code
TMDLs
Instream Flow Assessments
Assessments for Compliance with Water Quality Standards
TMDL Assessments
Water Quality Trend Assessment
Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
Biological Monitoring
Watershed Assessments
",Agriculture; Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$161,622 ",No,Completed,Did start on 10/01/2008,Completed on 09/30/2014
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,4,The Alabama Clean Water Partnership Program,Yes,"Statewide Education/Information Programs
Watershed Management Planning
",All Sources,NOT APPLICABLE (NA),"$305,667 ",No,On Schedule,Did start on 10/08/2009,Completed on 10/08/2011
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,5,Parkerson Mill Watershed Management Plan,No,"Develop/ Revise Basin Plans smaller than 8 digit HUC code
",Agriculture; Construction; Hydromodification; Other NPS Pollution; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$17,518 ",No,Completed,Did start on 12/22/2009,Completed on 12/22/2010
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,6,Mill Creek Watershed Management Plan,No,"Develop/ Revise Basin Plans smaller than 8 digit HUC code
Watershed Management Planning
",Agriculture; Construction; Historical Pollutants; Hydromodification; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$10,511 ",No,Completed,Did start on 12/24/2009,Completed on 12/24/2010
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,7,Alabama Water Watch,Yes,"Statewide Education/Information Programs
Technical Assistance to State/Local
Water Quality Trend Assessment
",All Sources,NOT APPLICABLE (NA),"$160,000 ",No,On Schedule,Did start on 12/17/2009,Completed on 12/16/2012
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,8,Erosion and Sediment Control for Urban Areas,Yes,"Sediment Control
Statewide Education/Information Programs
Technology Transfer to State/ Local Government
",All Sources,NOT APPLICABLE (NA),"$59,000 ",No,Completed,Did start on 12/17/2009,Completed on 11/15/2013
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,9,Incremental Grant Admin and Management,Yes,"Nonpoint Source Program Overall Coordination/ Management
TMDLs
Watershed Management Planning
",All Sources,NOT APPLICABLE (NA),"$295,137 ",No,Completed,Did start on 10/01/2008,Completed on 09/30/2009
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,11,Mud/Spring Creek Watershed Restoration Project,No,"BMP Design/Implementation
",Agriculture; Other NPS Pollution,NOT APPLICABLE (NA),"$176,219 ",Yes,Completed,Did start on 12/07/2009,Completed on 09/24/2014
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,12,Development and Implementation of Silvicultural Components of Nonpoint Source Watershed Management Plsnd,Yes,"Corrective Action (other than BMP implementation)
BMP Design/Implementation
BMP Performance Assessment
Vegetation Management/Revegetation
Stream Bank Stabilization
Grade Stabilization
Sediment Control
Wetland Restoration/Protection
Riparian Projects
Statewide Education/Information Programs
Technical Assistance to State/Local
Nonpoint Source Project Staffing
Technology Transfer to State/ Local Government
Inspection Activities
Geographic Information Systems
Assessments for Compliance with Water Quality Standards
Water Quality Problem Identification
BMP Effectiveness Monitoring
Watershed Assessments
",Silviculture,NOT APPLICABLE (NA),"$65,000 ",No,On Schedule,Did start on 07/21/2010,Completed on 07/20/2011
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,13,Water Quality Coordinator and Education Outreach Specialist for the State Soil and Water Conservation Committee ,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$60,000 ",No,On Schedule,Did start on 12/27/2010,Completed on 12/27/2012
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,14,Implementation of the North RIver Watershed Management Plan,No,"BMP Design/Implementation
",Hydromodification,NOT APPLICABLE (NA),"$496,290 ",Yes,On Schedule,Did start on 12/22/2010,Completed on 12/22/2013
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,15,Implementation of the Saugahatchee Watershed Management Plan/Phase 2,No,"BMP Design/Implementation
Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Program Development Activities
",Hydromodification; Silviculture; Urban Runoff/Stormwater,Implementing a TMDL,"$334,016 ",Yes,Completed,Did start on 12/09/2010,Completed on 12/09/2013
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,16,NPS Management Prgram Flexibility for Emerging Issues,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$72,053 ",No,Completed,Did start on 09/30/2009,Completed on 09/30/2014
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,17,Implementation of Nonpoint Source Stormwater Runoff Best Management Practices in the Goose Creek Sub-Watershed of the Flint River.,No,"Corrective Action (other than BMP implementation)
BMP Design/Implementation
Animal Manure/Litter Management Projects
Erosion Control Projects
Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Technology Transfer to State/ Local Government
Geographic Information Systems
Watershed Management Planning
Water Quality Trend Assessment
Other Water Quality Assessment /Monitoring
",Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$176,493 ",Yes,Completed,Did start on 12/15/2010,Completed on 06/15/2012
AL,2009,99469909,AL DEPT OF ENVIRONMENTAL MANAGEMENT,18,Hughes Creek Watershed Restoration Project,No,"BMP Design/Implementation
",Agriculture; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$152,449 ",Yes,Completed,Did start on 01/28/2011,Completed on 07/28/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,1,Lower L’Anguille River Watershed Cost-Share Project- Phase III,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$98,720 ",Yes,Completed,Did start on 07/01/2009,Completed on 06/30/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,2,Water Quality Trends across Select 319 Monitoring Sites in Northwest,No,"Water Quality Trend Assessment
",Agriculture; Animal Feeding Operations; Construction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$54,357 ",No,Completed,Did start on 07/01/2009,Completed on 08/01/2011
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,3,Water Quality Monitoring and Constituent Load Estimation in the Upper White River Basin,No,"Water Quality Trend Assessment
",Agriculture; Animal Feeding Operations; Construction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$146,582 ",No,Completed,Did start on 07/01/2009,Completed on 10/18/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,4,Water Quality Monitoring and Constituent Load Estimation in the Upper Illinois River Watershed,No,"Water Quality Trend Assessment
",Agriculture; Animal Feeding Operations; Construction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$161,823 ",No,Completed,Did start on 07/01/2009,Completed on 10/18/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,5,Eleven Point River Watershed Improvement Project,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$169,500 ",Yes,Completed,Did start on 10/01/2009,Completed on 09/30/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,6,Water Quality Monitoring for the L’Anguille Watershed,No,"Water Quality Trend Assessment
",Agriculture,Implementing a TMDL,"$173,327 ",No,Completed,Did start on 07/01/2009,Completed on 10/18/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,7,Water Quality Monitoring for the Bayou Bartholomew Watershed,No,"Water Quality Trend Assessment
",Agriculture,Implementing a TMDL,"$117,228 ",No,Completed,Did start on 07/01/2009,Completed on 10/18/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,8,Water Quality Monitoring for Galla Creek,No,"Water Quality Trend Assessment
",Agriculture; Hydromodification,NOT APPLICABLE (NA),"$71,540 ",No,Completed,Did start on 07/01/2009,Completed on 10/18/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,9,"Water Quality Monitoring and Constituent Load Estimation at the Kings River near Berryville, Arkansas",No,"Water Quality Trend Assessment
",Agriculture; Animal Feeding Operations; Silviculture,NOT APPLICABLE (NA),"$38,998 ",No,Completed,Did start on 07/01/2009,Completed on 10/18/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,10,Clear Creek Riparian Management Education and Demonstration Project,No,"Riparian Projects
",Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$250,000 ",No,On Schedule,Did start on 07/01/2009,Completed on 08/15/2011
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,11,State Core Program,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$1,112,735 ",No,On Schedule,Did start on 07/01/2009,Completed on 06/30/2010
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,12,Sager Creek Urban Stream Restoration Phase II,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$300,441 ",Yes,Completed,Did start on 02/01/2010,Completed on 01/31/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,13,Poinsett County Erosion Control Project,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$105,000 ",Yes,Completed,Did start on 04/01/2010,Completed on 12/31/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,14,West Fork Stream Restoration at Fayetteville Airport: Phase II Restoration Implementation,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$458,146 ",Yes,Not Initiated,Will start on 12/01/2010,Will be Completed On 12/30/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,15,Non-point Source Pollution Prevention BMP E-Education,No,"Local (Specific Target) Education/Information Programs
Nutrient Management Planning
",Animal Feeding Operations,,"$240,980 ",No,Not Initiated,Will start on 12/01/2010,Will be Completed On 02/15/2013
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,16,"Relations between biological communities and nutrient concentrations, land use, and other environmental factors for streams in the Illinois River Basin in Northwest Arkansas ",No,"Technical Assistance to State/Local
Biological Monitoring
",Other NPS Pollution,Developing a TMDL,"$250,000 ",No,Completed,Did start on 10/01/2010,Completed on 03/30/2013
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,17,White River Streambank Restoration Project,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$198,001 ",Yes,Completed,Did start on 09/15/2010,Completed on 10/17/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,18,Mullins Branch  Stream Restoration Project,No,"Stream Bank Stabilization
",Hydromodification,NOT APPLICABLE (NA),"$240,000 ",Yes,Completed,Did start on 10/01/2010,Completed on 10/12/2012
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,19,Strawberry River Improvement Project- Supplemental Cost Share,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$75,000 ",Yes,Completed,Did start on 10/01/2012,Completed on 06/30/2014
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,20,Lower Norfork Dam Watershed Project- Supplemental Cost-Share,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$75,000 ",Yes,Completed,Did start on 10/01/2012,Completed on 06/30/2014
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,21,Crooked Creek Watershed Project- Supplemental Cost-Share,No,"BMP Design/Implementation
",Agriculture,NOT APPLICABLE (NA),"$75,000 ",Yes,Completed,Did start on 10/01/2012,Completed on 06/30/2014
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,22,Crooked Creek Watershed Project- Supplemental Cost Share Phase II,No,"BMP Design/Implementation
",Agriculture; Animal Feeding Operations; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$50,000 ",Yes,Completed,Did start on 06/01/2013,Completed on 06/30/2014
AR,2009,99610317,ARKANSAS NATURAL RESOURCES COMMISSION,23,Upper Sager Creek regional treatment,No,"BMP Design/Implementation
",Agriculture; Construction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$56,909 ",No,Completed,Did start on 04/01/2013,Completed on 05/31/2014
AZ,2009,97959609,AZ DEPT OF ENV QUALITY,4,Septic Tank Closures for Program Year 9 of Lake Havasu City's Sewer Expansion Project Year 9,No,"Groundwater (all groundwater activities)
",Land Disposal/Storage/Treatment,NOT APPLICABLE (NA),"$348,237 ",Yes,Completed,Did start on 08/30/2010,Completed on 11/14/2011
AZ,2009,97959609,AZ DEPT OF ENV QUALITY,5,"E. Coli Reduction on the San Francisco River through Alternative Livestock Watering on Kaler Ranch, Phase II",No,"Livestock Control Projects
Livestock Grazing System Planning
",Agriculture,Implementing a TMDL,$0 ,Yes,Completed,Did start on 08/13/2010,Completed on 11/30/2011
AZ,2009,97959609,AZ DEPT OF ENV QUALITY,6,Tonto Watershed Improvement Group Watershed Education and Training Grant,No,"Local (Specific Target) Education/Information Programs
Watershed Management Planning
",Other NPS Pollution; Urban Runoff/Stormwater,Developing a TMDL,$0 ,No,Discontinued,Did start on 08/17/2010,Completed on 03/12/2012
AZ,2009,97959609,AZ DEPT OF ENV QUALITY,21,DEMA Wallow Fire Mitigation Funding,No,"Sediment Control
",Other NPS Pollution,NOT APPLICABLE (NA),"$250,000 ",Yes,On Schedule,Did start on 08/08/2011,Completed on 06/30/2013
