State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AZ,2013,98961313,AZ DEPT OF ENV QUALITY,3,Sands Ranch Headquarters Brush Eradication and Water Development ,No,"Vegetation Management/Revegetation
",Agriculture,Implementing a TMDL,"$75,793 ",Yes,Completed,Did start on 06/15/2015,Will be Completed On 08/31/2016
AZ,2013,98961313,AZ DEPT OF ENV QUALITY,5,Little Colorado River Projects ,No,"BMP Implementation
BMP Effectiveness Monitoring
",Agriculture,Implementing a TMDL,"$195,851 ",Yes,On Schedule,Did start on 04/07/2016,Will be Completed On 06/30/2018
AZ,2013,99T02001,YAVAPAI-APACHE NATION,1,Verde River Livestock Exclusion Fencing and Riparian Area Restoration   ,No,,Agriculture; Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T02001,YAVAPAI-APACHE NATION,2,Erosion Control and Removal of Invasive Species,No,,Hydromodification; Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T04601,SAN CARLOS APACHE TRIBE,1,NPS Watershed Project for the Natural Recovery of Hill Springs and its Wetland Area through Livestock Exclusion Fencing ,No,,Agriculture; Hydromodification,,"$90,295 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T04601,SAN CARLOS APACHE TRIBE,2,NPS Watershed Project to Stabilize Three Road Crossings of Perennial Streams ,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T04601,SAN CARLOS APACHE TRIBE,3,NPS Watershed Project to Stabilize Three Road Crossings of Perennial Streams,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T05301,HAVASUPAI TRIBE,1,Stabilization and Restoration of Two Stream Crossings and an Inundated Trail Section Along Havasu Creek,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T05301,HAVASUPAI TRIBE,2,Stabilization of Three Stream Crossings on Havasu Creek on the Havasupai Reservation,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T05301,HAVASUPAI TRIBE,3,Restoration of Havasu Creek Streambank and Riparian Habitat Erosion that were Degraded by the July 2013 Flood on the Havasupai Reservation ,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T05301,HAVASUPAI TRIBE,4,Restoration and Protection of Three Natural Spring Sources That Were Degraded by the July 2013 Flood on the Havasupai Reservation,No,,Hydromodification,,"$100,000 ",No,,Will start on ,Will be Completed On 
AZ,2013,99T05301,HAVASUPAI TRIBE,5,Watershed Project for Restoration of Streambank and Riparian Habitat Erosion along Havasu Creek that was Degraded by Flooding on the Havasupai Reservation,No,,Hydromodification,,"$150,000 ",No,,Will start on ,Will be Completed On 
CA,2013,00T11214,TOLOWA DEE-NI NATION,1,Lopez Creek Watershed Bank Stabilization Project ,No,,Hydromodification; Silviculture,,"$100,000 ",No,,Will start on ,Will be Completed On 
CA,2013,97957514,CA STATE WATER RES CTRL BRD,1,I - Focused Implementation of the Fine Sediment TMDL for the Napa River Watershed using the Fish Friendly Farming Environmental Certification Program - 24792,No,"BMP Design/Implementation
Sediment Control
BMP Design
BMP Implementation
Geographic Information Systems
TMDLs
BMP Effectiveness Monitoring
",Agriculture,Implementing a TMDL,"$250,750 ",Yes,Completed,Did start on 02/01/2014,Will be Completed On 03/31/2018
CA,2013,97957514,CA STATE WATER RES CTRL BRD,2,P/A - Historical Ecology for Guiding TMDL Implementation in the Laguna de Santa Rosa Watershed - 24771,No,"Nutrient Management Planning
Geographic Information Systems
TMDLs
Other Planning
Watershed Management Planning
Wetland Assessment/ Monitoring
Water Quality Trend Assessment
",Agriculture; Historical Pollutants,Developing a TMDL implementation plan(s),"$125,000 ",No,Completed,Did start on 05/01/2014,Will be Completed On 06/30/2016
CA,2013,97957514,CA STATE WATER RES CTRL BRD,3,"I - Garcia River TMDL Implementation Project, Phase II - 24698",No,"Grade Stabilization
Sediment Control
Erosion Control Projects
Biological Monitoring
",Silviculture,Implementing a TMDL,"$750,000 ",Yes,Completed,Did start on 02/01/2014,Will be Completed On 06/30/2017
CA,2013,97957514,CA STATE WATER RES CTRL BRD,4,I - Mercury on a Landscape Scale: Balancing Regional Exports with Wildlife Health - 24799,No,"Wetland Restoration/Protection
",Resource Extraction,Implementing a TMDL,"$749,870 ",Yes,Completed,Did start on 06/01/2014,Will be Completed On 06/30/2017
CA,2013,97957514,CA STATE WATER RES CTRL BRD,5,I - Lake Forest Water Quality Improvement Project - Panorama Phase - 24821,No,"Grade Stabilization
Sediment Control
Erosion Control Projects
Watershed Modeling - Watershed Specific
TMDLs
Watershed Management Planning
Watershed Planning
Watershed Assessments
",Urban Runoff/Stormwater,Implementing a TMDL,"$750,000 ",Yes,Completed,Did start on 03/01/2014,Will be Completed On 06/30/2017
CA,2013,97957514,CA STATE WATER RES CTRL BRD,6,I - Shasta River Irrigation Water Management and Watershed Stewardship Project  - 24754,No,"BMP Design/Implementation
BMP Performance Assessment
BMP Design
BMP Implementation
Nutrient Management Planning
TMDLs
Watershed Management Planning
BMP Effectiveness Monitoring
Biological Monitoring
",Agriculture; Hydromodification,Implementing a TMDL,"$610,000 ",Yes,Completed,Did start on 03/01/2014,Will be Completed On 06/01/2017
CA,2013,97957514,CA STATE WATER RES CTRL BRD,7,"I - Reducing Road-related Sediment Delivery to Stream Systems in the Wing Canyon Subwatershed, Napa River - 24738",No,"Sediment Control
TMDLs
",Urban Runoff/Stormwater,Implementing a TMDL,"$250,592 ",Yes,Completed,Did start on 10/15/2015,Will be Completed On 06/30/2017
CA,2013,97957514,CA STATE WATER RES CTRL BRD,8,P/A - Assessment and Planning Analysis for Shasta River - 24755,No,"Riparian Projects
BMP Design
Inspection Activities
Nutrient Management Planning
TMDLs
Watershed Planning
Riparian Assessment/ Monitoring
Water Quality Trend Assessment
Water Quality Problem Identification
Biological Monitoring
Watershed Assessments
",Agriculture; Hydromodification,Developing a TMDL implementation plan(s),"$115,380 ",No,Completed,Did start on 07/14/2014,Completed on 07/01/2016
CA,2013,97957514,CA STATE WATER RES CTRL BRD,9,I - Truckee River Voluntary BMP Retrofit Program - 24814,No,"BMP Design/Implementation
BMP Performance Assessment
Sediment Control
Erosion Control Projects
BMP Design
BMP Implementation
TMDLs
Watershed Management Planning
BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$750,000 ",Yes,Completed,Did start on 04/01/2014,Will be Completed On 03/31/2019
CA,2013,97957514,CA STATE WATER RES CTRL BRD,10,Match - Yurok Non Point Source Program Development,No,"TMDLs
",Silviculture,Developing a TMDL,$0 ,No,On Schedule,Did start on 07/01/2012,Will be Completed On 06/30/2017
CA,2013,97959314,BISHOP INDIAN TRIBAL COUNCIL,1,FY2013: Bishop Paiute Tribe: Bishop Creek watershed projects ,No,,Agriculture; Hydromodification; Urban Runoff/Stormwater,,"$150,000 ",No,,Will start on ,Will be Completed On 
CA,2013,97959314,BISHOP INDIAN TRIBAL COUNCIL,2,Bishop Paiute Tribe- FY14 EPA CWA Section 319 Competitive Proposal,No,,Agriculture; Hydromodification; Urban Runoff/Stormwater,,"$100,000 ",No,,Will start on ,Will be Completed On 
CO,2013,99818613,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,2,Outreach and Education mini-grants,Yes,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$30,220 ",No,Completed,Did start on 08/15/2013,Will be Completed On 08/14/2018
CO,2013,99818613,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,3,Indirect Costs,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$12,772 ",No,On Schedule,Did start on 08/14/2013,Will be Completed On 08/14/2018
CO,2013,99818613,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,7,2012 Colorado Wildfires - Reclamation at the Waldo Canyon,No,"BMP Implementation
Water Quality Assessment/Monitoring
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$200,000 ",Yes,Completed,Did start on 05/14/2014,Will be Completed On 02/28/2018
CO,2013,99818613,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,8,2012 Colorado Wildfires - Reclamation at the High Park Burn Area,No,"BMP Design/Implementation
Sediment Control
Erosion Control Projects
BMP Effectiveness Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$200,000 ",Yes,Completed,Did start on 09/30/2014,Will be Completed On 02/28/2018
CO,2013,99818613,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,9,Upper Uncompahgre Watershed Mine Remediation,No,"BMP Implementation
Watershed Assessments
",Resource Extraction,Implementing a TMDL,"$163,125 ",Yes,Completed,Did start on 03/31/2014,Will be Completed On 02/14/2018
CO,2013,99818613,CO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,10,Bullion King Mine Waste Remediation,No,"BMP Implementation
Other Planning
",Resource Extraction,Implementing a TMDL,"$221,355 ",Yes,Completed,Did start on 05/01/2014,Will be Completed On 02/28/2018
CT,2013,178013,CONNECTICUT DEEP,1,NPS Management (CRCCD),No,"Other Planning
",Construction; Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$20,000 ",No,Completed,Did start on 08/05/2014,Will be Completed On 09/30/2016
CT,2013,178013,CONNECTICUT DEEP,2,NPS Implementation (CRCCD) (PROJECT CANCELLED - FUNDS REPROGRAMMED),No,,,,$0 ,No,Never Initiated,Will start on ,Will be Completed On 
CT,2013,178013,CONNECTICUT DEEP,3,NPS Management (NWCD),No,"Other Restoration/Protection
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Did start on 08/14/2014,Will be Completed On 09/30/2016
CT,2013,178013,CONNECTICUT DEEP,4,NPS Implementation (NWCD) (PROJECT CANCELLED - FUNDS REPROGRAMMED),No,,,,$0 ,No,Never Initiated,Will start on ,Will be Completed On 
CT,2013,178013,CONNECTICUT DEEP,5,NPS Management (NCCD),No,"Other Restoration/Protection
",Construction; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Did start on 08/14/2014,Will be Completed On 09/30/2016
CT,2013,178013,CONNECTICUT DEEP,6,Implementation North Branch Park River - Watershed Based Plan - Outfall Channel Restoration Design (NCCD) (See also 14-01f),No,"BMP Design
",Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$50,000 ",Yes,Completed,Will start on 03/21/2018,Will be Completed On 09/30/2019
CT,2013,178013,CONNECTICUT DEEP,7,NPS Management (SWCD),No,"Education/Information
Watershed Planning
Water Quality Assessment/Monitoring
Other Restoration/Protection
",Agriculture; Construction; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Did start on 10/20/2014,Will be Completed On 09/30/2016
CT,2013,178013,CONNECTICUT DEEP,8,NPS Implementation Project (SWCD) (PROJECT CANCELLED - FUNDS REPROGRAMMED),No,,,,$0 ,No,Never Initiated,Will start on ,Will be Completed On 
CT,2013,178013,CONNECTICUT DEEP,9,NPS Management (ECCD),No,"Other Planning
",Agriculture; Construction; Hydromodification; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Did start on 08/28/2014,Will be Completed On 09/30/2016
CT,2013,178013,CONNECTICUT DEEP,10,Roseland Lake Nutrient Loads Modeling Project (ECCD),No,"Other Restoration/Protection
",Agriculture; Animal Feeding Operations; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$75,000 ",No,Completed,Did start on 04/17/2015,Will be Completed On 02/28/2018
CT,2013,178013,CONNECTICUT DEEP,11,NPS Outreach and Miscellaneous (DEEP) (PROJECT CANCELLED - FUNDS REPROGRAMMED),No,"NPS State Staff Activities
",,NOT APPLICABLE (NA),$0 ,No,Never Initiated,Will start on 10/01/2013,Will be Completed On 09/30/2018
CT,2013,178013,CONNECTICUT DEEP,12,River Edge Restoration - Old Mine Park (Town of Trumbull) (PROJECT CANCELLED - FUNDS REPROGRAMMED),No,"BMP Implementation
",,,$0 ,No,Never Initiated,Will start on ,Will be Completed On 
CT,2013,178013,CONNECTICUT DEEP,13,West River Green Infrastructure Implementation Project and Watershed Management Plan (CFE/STS),No,"BMP Design
BMP Implementation
Education/Information
Watershed Planning
",Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$93,338 ",Yes,Completed,Will start on 09/22/2014,Completed on 12/30/2015
CT,2013,178013,CONNECTICUT DEEP,14,"9 Element, WBP Upgrade for Pomperaug Watershed with Emphasis on 303(d) Listed Bacteria Impairments (PRWC)",No,"Watershed Planning
",Agriculture; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$52,072 ",No,Completed,Will start on 03/30/2016,Will be Completed On 09/30/2018
CT,2013,178013,CONNECTICUT DEEP,15,Blackham School LID Retrofit (SWCD) (PROJECT CANCELLED - FUNDS REPROGRAMMED),No,,,,$0 ,No,Never Initiated,Will start on ,Will be Completed On 
CT,2013,178013,CONNECTICUT DEEP,16,Globe Hollow - Hop Brook Implementation Project - Hockanum WBP (NCCD),No,"BMP Design
BMP Implementation
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$153,378 ",Yes,Completed,Will start on 03/27/2017,Will be Completed On 09/30/2018
CT,2013,178013,CONNECTICUT DEEP,17,"Microbial Source Tracking Analyses in Sasco Brook, Lower Farm River and Goodwives River Watersheds (Westport Weston Health District)",No,"Other Restoration/Protection
",,Implementing a TMDL,"$50,499 ",No,Completed,Did start on 06/26/2015,Will be Completed On 09/30/2017
CT,2013,178013,CONNECTICUT DEEP,18,New Haven - Mill River Watershed Based Plan (CFE/STS),No,"BMP Design
GIS/Modeling
Watershed Planning
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$79,987 ",No,Completed,Will start on 12/19/2017,Will be Completed On 09/30/2018
CT,2013,178013,CONNECTICUT DEEP,19,"Heminway Pond Dam Removal (Town of Watertown) (See also 14-05, 15-11 & 16-08)",No,"BMP Implementation
",Hydromodification,NOT APPLICABLE (NA),"$260,215 ",No,Completed,Will start on 07/06/2018,Will be Completed On 02/28/2020
CT,2013,178013,CONNECTICUT DEEP,20,Fairfield - Mill River Watershed Based Plan/Development of WBP & Water Quality Monitoring Program (Town of Fairfield)  (See also 16-05),No,"Watershed Planning
Water Quality Assessment/Monitoring
Monitoring Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$12,000 ",No,Completed,Will start on 08/04/2017,Will be Completed On 09/30/2020
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,1,Program Administration,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$106,499 ",No,Accepted by EPA,Will start on 10/01/2012,Completed on 09/30/2014
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,2,Program Management,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$259,813 ",No,Accepted by EPA,Did start on 10/01/2012,Completed on 09/30/2013
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,3,SCD Planners,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$198,900 ",Yes,Accepted by EPA,Did start on 10/01/2012,Completed on 09/30/2013
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,4,KCD Planners,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$63,470 ",Yes,Accepted by EPA,Did start on 10/01/2012,Completed on 09/30/2013
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,5,Nutrient Management Relocation,No,"BMP Implementation
",Animal Feeding Operations,Implementing a TMDL,"$99,000 ",Yes,Accepted by EPA,Did start on 10/01/2013,Completed on 09/30/2014
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,6,CREP,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$69,000 ",Yes,Accepted by EPA,Did start on 10/01/2012,Completed on 09/30/2013
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,7,Ag BMP Cost Share-Conservation Districts,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$62,318 ",Yes,Accepted by EPA,Will start on 04/30/2013,Will be Completed On 12/31/2013
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,8,Priority Watershed Initiative ,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$31,000 ",Yes,Accepted by EPA,Will start on 10/01/2016,Will be Completed On 09/30/2017
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,9,Upper Christina River Stream Restoration (Phase II),No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$150,000 ",Yes,Accepted by EPA,Did start on 10/01/2014,Completed on 06/30/2015
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,10,Ecological Restoration-Wetland and Channel Restoration,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$25,000 ",Yes,Accepted by EPA,Will start on 10/01/2016,Will be Completed On 09/30/2017
DE,2013,98312813,DNREC - DE DEPARTMENT OF NATURAL RES AND ENV CONTR,11,Mid-Atlantic States NPS/TMDL/WQS/WQM Training Workshop,Yes,"Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$20,000 ",No,Accepted by EPA,Will start on 10/01/2016,Will be Completed On 09/30/2017
FL,2013,99451513,FL DEPT OF ENVIRONMENTAL PROTECTION,1,NPS Program Administration,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$964,680 ",No,Not Initiated,Did start on 10/01/2013,Will be Completed On 09/30/2018
FL,2013,99451513,FL DEPT OF ENVIRONMENTAL PROTECTION,2,"Stormwater, Erosion, and Sedimentation Control Certification Program",Yes,"Statewide Education/Information Programs
Nonpoint Source Project Staffing
",All Sources,NOT APPLICABLE (NA),"$90,902 ",No,Not Initiated,Will start on 10/01/2013,Will be Completed On 09/30/2018
FL,2013,99451513,FL DEPT OF ENVIRONMENTAL PROTECTION,3,Green Industries BMP Training,Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$59,900 ",No,Not Initiated,Will start on 10/01/2013,Will be Completed On 09/30/2018
FL,2013,99451513,FL DEPT OF ENVIRONMENTAL PROTECTION,4,Continuation of NPS Biological Monitoring and Assessment Program,Yes,"Other Water Quality Assessment /Monitoring
",All Sources,NOT APPLICABLE (NA),"$103,580 ",No,Not Initiated,Will start on 10/01/2013,Will be Completed On 09/30/2018
FL,2013,99451513,FL DEPT OF ENVIRONMENTAL PROTECTION,5,Duval County Health Department Lower St. Johns River IMpaired Tributary Septic Tank Enforcement Project,No,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$133,000 ",No,Completed,Will start on 10/01/2013,Will be Completed On 04/30/2018
