State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
AR,2005,99610313,ARKANSAS NATURAL RESOURCES COMMISSION,17,Abandoned/Outdated Agricultural Pesticide Collection and Disposal Project,No,"Other Restoration/Protection/Prevention
",Agriculture; Silviculture; Turf Management,NOT APPLICABLE (NA),"$200,000 ",Yes,Completed,Did start on 10/01/2008,Completed on 03/31/2010
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,2,Eagle Creek Watershed Restoration Project,No,"BMP Design/Implementation
Livestock Control Projects
Wetland Restoration/Protection
Riparian Projects
Livestock Grazing System Planning
Instream Flow Assessments
Wetland Assessment/ Monitoring
Riparian Assessment/ Monitoring
Water Quality Trend Assessment
BMP Effectiveness Monitoring
Biological Monitoring
Watershed Assessments
",Agriculture; Hydromodification; Other NPS Pollution,Implementing a TMDL,"$252,199 ",Yes,Completed,Did start on 05/17/2006,Completed on 04/30/2011
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,3,Granite Creek Watershed,No,"Antidegradation Activities and Analyses
",Agriculture; Land Disposal/Storage/Treatment; Other NPS Pollution; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$47,566 ",Yes,Completed,Did start on 06/09/2006,Completed on 08/27/2008
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,4,2008 Canon Envirothon,Yes,"Nonpoint Source Project Staffing
",Agriculture; All Sources; Hydromodification; Other NPS Pollution; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",No,Completed,Did start on 10/20/2005,Completed on 11/28/2008
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,6,University of Arizona Cooperative Extension,Yes,"Statewide Education/Information Programs
",Other NPS Pollution,NOT APPLICABLE (NA),"$220,615 ",No,Completed,Did start on 03/20/2006,Completed on 06/30/2009
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,7,National Nonpoint Source Education of Municipal Officers Model (NEMO),Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$235,400 ",No,Completed,Did start on 03/20/2006,Completed on 01/14/2009
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,8,Project WET,No,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Did start on 06/07/2006,Completed on 06/27/2006
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,9,Arizona State Envirothon 2006-2008,Yes,"Statewide Education/Information Programs
",Other NPS Pollution,NOT APPLICABLE (NA),"$21,931 ",No,Completed,Did start on 12/20/2006,Completed on 12/31/2007
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,10,Sediment Reduction in Whitewater Draw using Watershed Partnership,No,"Erosion Control Projects
",Agriculture; Hydromodification; Other NPS Pollution,NOT APPLICABLE (NA),"$61,283 ",Yes,On Schedule,Did start on 11/19/2007,Completed on 09/30/2010
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,12,Watson Woods Riparian Preserve - Restoration Project Phase I,No,"Wetland Restoration/Protection
",Hydromodification; Land Disposal/Storage/Treatment; Resource Extraction,NOT APPLICABLE (NA),"$273,427 ",Yes,Completed,Did start on 07/12/2007,Completed on 03/31/2013
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,13,Rainbow Lake Water Quality Enhancement,No,"Nutrient Management Planning
",Land Disposal/Storage/Treatment; Other NPS Pollution; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$11,258 ",Yes,Completed,Did start on 06/25/2007,Completed on 08/25/2009
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,14,Granite Creek Watershed - Water Quality Improvement Phase II,No,"Wetland Restoration/Protection
Riparian Projects
Stormwater Management Planning
",Resource Extraction; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$55,065 ",Yes,Completed,Did start on 10/01/2007,Completed on 03/31/2013
AZ,2005,96936505,AZ DEPT OF ENV QUALITY,15,West Clear Creek Tributary Watersheds,No,"Livestock Control Projects
Vegetation Management/Revegetation
Grade Stabilization
Sediment Control
",Animal Feeding Operations; Historical Pollutants; Hydromodification; Other NPS Pollution,NOT APPLICABLE (NA),"$12,653 ",Yes,Completed,Did start on 09/27/2007,Completed on 07/25/2008
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,5,"I - Garcia River Bank Stabilization, Riparian Revegetation & Fish Habitat Enhancement Project - 2072",No,"Stream Bank Stabilization
",Silviculture,Implementing a TMDL,"$55,257 ",Yes,Completed,Did start on 12/16/2005,Completed on 12/31/2008
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,6,"I - Mattole River Good Roads, Clear Creeks Program, Upper Mattole Phase, November, 2004 - 2100",No,"Stream Bank Stabilization
",Silviculture,Implementing a TMDL,"$990,876 ",Yes,Completed,Did start on 03/23/2006,Completed on 12/31/2008
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,7,I - Tomales Bay Rangeland BMP Pathogen TMDL Implementation Project - 2262,No,"BMP Design/Implementation
Sediment Control
Nutrient Management Planning
",Agriculture,Implementing a TMDL,"$350,000 ",Yes,Completed,Did start on 04/17/2006,Completed on 12/31/2008
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,8,I - Vegetative Treatment Systems and AWQGP Implementation to Abate Nutrient Loading in the Pajaro Watershed  1944,No,"BMP Effectiveness Monitoring
",Agriculture,Implementing a TMDL,"$999,397 ",Yes,Completed,Did start on 09/19/2006,Completed on 12/31/2009
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,10,I - Environmentally Responsible Management for Tree Crops in the Feather River Basin - PIN 1242 ,No,"BMP Design/Implementation
",Agriculture,Implementing a TMDL,"$990,748 ",Yes,On Schedule,Did start on 03/10/2006,Completed on 12/31/2009
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,12,I - ICFB Voluntary TMDL Compliance Program - 1670,No,"TMDLs
",Agriculture,Implementing a TMDL,"$379,440 ",Yes,Completed,Did start on 01/11/2007,Completed on 10/30/2010
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,13,I - Restoring Natural Water Systems in Rural Residential Landscapes,No,"Other Restoration/Protection/Prevention
",Hydromodification; Other NPS Pollution; Urban Runoff/Stormwater,Implementing a TMDL,"$495,000 ",Yes,Completed,Did start on 01/01/2005,Completed on 08/30/2008
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,14,I - Early Implementation of the Truckee River Total Maximum Daily Load (TMDL) - 2138,No,"BMP Design/Implementation
Erosion Control Projects
",Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$359,000 ",Yes,Completed,Did start on 04/12/2006,Completed on 07/02/2009
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,15,P/A - Klamath Basin Monitoring Program (KBMP),Yes,"319(h) National Monitoring Project
",Hydromodification,Developing a TMDL implementation plan(s),"$275,000 ",No,,Did start on 07/01/2005,Completed on 04/27/2010
CA,2005,96931105,CSWRCB - CA STATE WATER RES CTRL BRD,16,Citizen’s Monitoring Program-Comparison of Results between CMAP and CRAM,Yes,"Wetland Assessment/ Monitoring
",Other NPS Pollution,NOT APPLICABLE (NA),"$50,000 ",No,,Did start on 07/01/2005,Completed on 06/30/2010
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,1,Indirect for Outside Contractors,Yes,"Nonpoint Source Program Overall Coordination/ Management
",All Sources,NOT APPLICABLE (NA),"$28,366 ",No,Completed,Did start on 06/28/2005,Completed on 01/31/2011
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,2,AWARE Colorado Continuation,Yes,"Statewide Education/Information Programs
Other Technical Assistance Activity
",All Sources; Construction,NOT APPLICABLE (NA),"$127,350 ",No,Completed,Did start on 01/01/2006,Completed on 12/31/2007
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,3,Neighborhood Water Stewardship Program,No,"Local (Specific Target) Education/Information Programs
Other Technical Assistance Activity
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$25,000 ",No,Completed,Did start on 09/01/2005,Completed on 12/31/2007
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,4,NPS Statewide Survey & Newspaper Insert,Yes,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
",Agriculture; All Sources; Construction; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$155,000 ",No,Completed,Did start on 12/23/2005,Completed on 09/30/2009
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,5,Outreach Mini-Grant,Yes,"Statewide Education/Information Programs
",Agriculture; All Sources; Construction; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$25,000 ",No,Completed,Did start on 11/01/2005,Completed on 01/31/2011
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,7,Colorado Watershed Assembly Support,Yes,"Statewide Education/Information Programs
Other Technical Assistance Activity
",All Sources,NOT APPLICABLE (NA),"$120,000 ",No,Completed,Did start on 10/15/2005,Completed on 12/31/2008
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,8,Aspen Stormwater Management,No,"Stormwater Discharge Design/ Control
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$150,000 ",Yes,Completed,Did start on 08/01/2005,Completed on 03/31/2010
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,9,Snake River TMDL Development,No,"TMDLs
",Resource Extraction,Developing a TMDL,"$40,500 ",No,Completed,Did start on 04/24/2003,Completed on 09/30/2007
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,10,Lefthand Watershed Streambed Sediment Toxicity,No,"Watershed Assessments
",Resource Extraction,NOT APPLICABLE (NA),"$50,000 ",No,Completed,Did start on 10/19/2005,Completed on 09/28/2007
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,11,Coyote Gulch Restoration Project,No,"Stream Bank Stabilization
",Hydromodification; Urban Runoff/Stormwater,Implementing a TMDL,"$200,000 ",Yes,Completed,Did start on 01/01/2006,Completed on 12/31/2007
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,12,Nelson Tunnel and Amethyst Pile BMPs,No,"BMP Design/Implementation
",Resource Extraction,NOT APPLICABLE (NA),"$197,723 ",Yes,Completed,Did start on 10/31/2005,Completed on 12/31/2010
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,13,Rio Grande Watershed Restoration Strategic Plan,No,"Watershed Modeling - General Usage
",Agriculture; Construction,NOT APPLICABLE (NA),"$25,000 ",No,Completed,Did start on 12/13/2005,Completed on 11/30/2006
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,14,Culebra Watershed Plan,No,"Watershed Planning
",Silviculture,NOT APPLICABLE (NA),$0 ,No,Discontinued,Did start on 02/02/2009,Completed on 10/30/2009
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,15,Anglo-Saxon/Porcupine Assessment and Characterization,No,"Water Quality Problem Identification
",Resource Extraction,Implementing a TMDL,"$14,023 ",No,Completed,Did start on 01/01/2006,Completed on 12/29/2009
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,16,Coal Creek Watershed Water Quality Monitoring,No,"Water Quality Problem Identification
Other Water Quality Assessment /Monitoring
",Resource Extraction,NOT APPLICABLE (NA),"$45,693 ",No,Completed,Did start on 09/01/2005,Completed on 06/30/2008
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,17,BMW Watershed Plan - Phase II,No,"TMDLs
Watershed Planning
",Hydromodification; Urban Runoff/Stormwater,Developing a TMDL,"$301,900 ",No,Completed,Did start on 01/13/2006,Completed on 01/14/2011
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,20,BMP Implementation Program CCA,Yes,"Livestock Control Projects
",Agriculture,NOT APPLICABLE (NA),"$16,601 ",No,Completed,Did start on 12/01/2006,Completed on 12/31/2008
CO,2005,99818605,CO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,25,Nonpoint Source Newsletter Continuation,Yes,"Statewide Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$29,500 ",No,Completed,Did start on 10/31/2006,Completed on 12/31/2008
CT,2005,178005,CONNECTICUT D.E.P.,1,AFO/CAFO Projects,Yes,"Nutrient Management Planning
",Animal Feeding Operations,NOT APPLICABLE (NA),"$106,000 ",Yes,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,2,Lake Association Capacity Building Small Grants Program,Yes,"Local (Specific Target) Education/Information Programs
Program Development Activities
",All Sources,NOT APPLICABLE (NA),"$20,000 ",No,Completed,Did start on 09/01/2005,Completed on 12/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,3,Nemo - Decision Support Tools to Protect Water Quality,Yes,"Local (Specific Target) Education/Information Programs
Technical Assistance to State/Local
Technology Transfer to State/ Local Government
",All Sources,NOT APPLICABLE (NA),"$70,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,4,Reduced Pesticide/Nutrient Loading -- Thames,No,"Nutrient Management Planning
Soil Analyses
",Agriculture,NOT APPLICABLE (NA),"$75,000 ",Yes,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,5,Project SEARCH,Yes,"Statewide Education/Information Programs
Local (Specific Target) Education/Information Programs
",All Sources,NOT APPLICABLE (NA),"$45,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,6,Statewide Probabilistic W/Q Survey of CT Lakes Phase 3,Yes,"Water Quality Trend Assessment
Water Quality Problem Identification
Biological Monitoring
Watershed Assessments
",Agriculture; Construction; Historical Pollutants; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$90,200 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,7,NPS Outreach,Yes,"Statewide Education/Information Programs
Nonpoint Source Program Overall Coordination/ Management
Other Technical Assistance Activity
",All Sources,NOT APPLICABLE (NA),"$1,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,8,NPS W/S Mgmt Support ,Yes,"Riparian Projects
Stormwater Management Planning
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$150,000 ",Yes,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,9,TMDL Monitoring Support,No,"Biological Monitoring
Watershed Assessments
",Agriculture; Urban Runoff/Stormwater,Developing a TMDL,"$20,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,10,Coastal TMDL Monitoring – Saugatuck River ,No,"Biological Monitoring
",Urban Runoff/Stormwater,Developing a TMDL,"$20,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,11,Water Quality Monitoring Byram River,No,"Biological Monitoring
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$10,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,12,Alternative Technologies Using Ag Manures Phase 2,No,"Animal Manure/Litter Management Projects
Livestock Grazing System Planning
",Animal Feeding Operations,NOT APPLICABLE (NA),"$118,867 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,13,Mt. Hope River Riparian & Stream Habitat Restoration Ph 2,No,"Livestock Control Projects
Stream Bank Stabilization
Sediment Control
Erosion Control Projects
Riparian Projects
",Agriculture,NOT APPLICABLE (NA),"$32,000 ",Yes,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,14,Thames River Partnership (TRBP) Coordinator,No,"Other Restoration/Protection/Prevention
Nonpoint Source Program Overall Coordination/ Management
Program Development Activities
",All Sources,NOT APPLICABLE (NA),"$25,664 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,15,Little River (Quinebaug) Sub-watershed WS Mgmt. Plan Phase 2 ,No,"Animal Manure/Litter Management Projects
Nutrient Management Planning
",Animal Feeding Operations,NOT APPLICABLE (NA),"$60,000 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,16,"French River, Thompson CT, Riparian Buffer",No,"Stream Bank Stabilization
Sediment Control
Riparian Projects
",Agriculture; Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$40,230 ",Yes,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,17,Thames Project Series,No,"Riparian Assessment/ Monitoring
Watershed Assessments
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$103,578 ",No,Completed,Did start on 09/01/2005,Completed on 09/30/2010
CT,2005,178005,CONNECTICUT D.E.P.,18,Jordan Cove National Monitoring Project,No,"Stormwater Discharge Design/ Control
Technical Assistance to State/Local
Stormwater Management Planning
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",Yes,Completed,Did start on 09/01/2005,Completed on 09/30/2010
